file_name,condition
6055b56d-00000000,"Clear, Day"
6fc343cc-1a64c5cd,"Rainy, Day"
5d379513-3363abb3,"Clear, Day"
48cf99b5-02ffc40f,"Clear, Day"
0a0438c7-4b42456f,"Clear, Day"
23ae9ed0-8b5e7a2b,"Rainy, Day"
b44b6eff-dda9780d,"Rainy, Day"
41c54d9e-f3710000,"Clear, Day"
1b80985d-00000000,"Clear, Day"
149f172f-00000000,"Clear, Day"
4bdd2193-546f8f2c,"Clear, Day"
6c00b93a-8851a5e5,"Clear, Day"
75166788-59f22c0b,"Clear, Day"
3c0413b4-0ee0647c,"Clear, Day"
3b497cd7-74e42f29,"Clear, Night"
0a924ade-6766d702,"Clear, Day"
002bf392-acddbad2,"Rainy, Day"
66e1bd00-790f28bc,"Rainy, Day"
0a22ad3f-bb1de522,"Clear, Day"
263c60f5-d63bc8d3,"Rainy, Day"
0a48c5ed-38e5a506,"Clear, Day"
3e35bbe3-62283f9c,"Clear, Day"
61abb149-ea460d07,"Clear, Day"
26afd0b9-d88e35cb,"Rainy, Dawn/Dusk"
99bdc1d6-ca80339b,"Clear, Day"
070cca8e-f0c97804,"Clear, Dawn/Dusk"
3144b325-30e63204,"Rainy, Day"
019d78f8-00000000,"Clear, Day"
378b65b9-64ec8a6c,"Rainy, Day"
a6cbdb8c-3b325c1d,"Clear, Day"
4adb062d-bbc20001,"Clear, Day"
3dab4537-763cdd5e,"Clear, Day"
0a5922a3-a1b0d581,"Clear, Day"
22f27dc2-4525d946,"Clear, Day"
3cb86f14-f9c34dc9,"Clear, Day"
5e09670a-515153fd,"Clear, Dawn/Dusk"
63f60549-9b10acd3,"Clear, Day"
7559c118-e97b44ef,"Rainy, Day"
56ba4588-bebdcdc9,"Clear, Day"
608640e2-67700f57,"Clear, Day"
a9f5028f-bd8f2fb4,"Clear, Day"
c036f281-0fcdc2ee,"Clear, Day"
69e207eb-98665d90,"Clear, Day"
3fd00225-1ae1ecd6,"Cloudy, Day"
00e9be89-00001605,"Clear, Day"
1f0fbe36-cea49f67,"Clear, Day"
4fc15031-9165c3f3,"Clear, Day"
18d83556-65f6c341,"Cloudy, Day"
14fc6ba0-f47c2960,"Rainy, Day"
5d40c3ac-c8594c2c,"Clear, Day"
18a787ee-00000000,"Cloudy, Day"
0209c510-df182738,"Clear, Day"
64b381aa-00000000,"Clear, Day"
8bd192f8-d251dd95,"Cloudy, Day"
7c302d09-70ba9831,"Clear, Day"
15149a7b-00000000,"Clear, Day"
03757de8-00000000,"Clear, Day"
6dce93ad-2ee703a9,"Rainy, Day"
73d0a342-42c3fb8d,"Clear, Day"
8dc6b3f6-57773b0f,"Clear, Day"
9c2ebc8a-fffbeb14,"Rainy, Day"
065a3868-00000000,"Clear, Day"
02b616cb-00000000,"Clear, Day"
7ac1aa52-e93fbe0c,"Clear, Day"
230a9eb5-8a7747df,"Clear, Day"
1aa450d5-d34941cc,"Clear, Day"
00e9be89-00001510,"Cloudy, Day"
40ee0792-d0882b61,"Clear, Day"
682c3e7d-d7c29656,"Clear, Day"
0d8c886e-00000000,"Rainy, Day"
718b0cb8-00000000,"Clear, Day"
1e323147-76538ad0,"Clear, Dawn/Dusk"
4d97e3fb-a9cf0e36,"Clear, Day"
2656e02e-787c933d,"Rainy, Day"
a8b26e1c-7c8ee1d0,"Clear, Day"
0f00789b-d70124c2,"Clear, Day"
c7f68540-18a5e077,"Rainy, Night"
66269058-5f039fdb,"Rainy, Day"
632783ed-65f05b87,"Clear, Day"
13c41b8e-c588d2f9,"Clear, Day"
45b69bf0-c450e847,"Clear, Day"
71de4a7f-8e319e80,"Rainy, Day"
8abcc703-a5be36d9,"Clear, Day"
2ee5b830-cd250001,"Clear, Day"
2def8dae-5e8a4464,"Clear, Day"
24e0b338-ae41ef33,"Clear, Day"
39bc3518-00000000,"Clear, Day"
c146d100-92fd1b9f,"Clear, Day"
0378d8dc-45d0cab9,"Clear, Day"
a5db8e50-4bd83d92,"Clear, Day"
00a7ef03-00000000,"Rainy, Day"
331fbe86-5a575546,"Clear, Day"
5617290e-5b9fd5c1,"Clear, Day"
2d89f625-5e44c56a,"Clear, Day"
31984993-4fc70001,"Cloudy, Night"
7acb2160-00000000,"Rainy, Day"
361daf34-b21b452f,"Rainy, Day"
68fe80f9-9dff54d0,"Rainy, Day"
2b49d4cc-9dd70001,"Clear, Night"
1a92b5b9-76e70001,"Clear, Day"
c9375798-85c143f7,"Clear, Day"
21da347b-679df204,"Clear, Day"
31913656-00000000,"Clear, Day"
0e86ba7a-399d9901,"Clear, Day"
b19b87e3-f576fec3,"Clear, Day"
05ff3678-eb8a12cd,"Clear, Day"
b3a1e72b-1f4b129d,"Clear, Day"
6add322e-81775cf2,"Cloudy, Day"
2a37a9f8-d26c1997,"Clear, Night"
6debed6c-577c0000,"Rainy, Day"
538d8e2a-a95846be,"Clear, Day"
754104d7-9e8eec42,"Clear, Day"
5f898e70-931d534c,"Rainy, Day"
00e9be89-00001575,"Clear, Day"
0ad5691b-3bf88466,"Clear, Day"
84cb906a-022677e1,"Clear, Day"
4bdb4e60-046c5914,"Clear, Day"
593d17e0-804e6344,"Clear, Day"
652f7310-5dbedb62,"Clear, Day"
0e764680-656be9ac,"Clear, Night"
5ce343cf-00000000,"Clear, Day"
3942c850-af1c0000,"Clear, Day"
6b7556c7-8ddbbea2,"Clear, Day"
6bbcd8f1-cb48492c,"Clear, Day"
00e9be89-00001525,"Clear, Day"
034ba984-81e26f09,"Clear, Day"
90ec7709-f3fc17b6,"Cloudy, Day"
5af4a8f7-a861623b,"Clear, Day"
9e75b2a9-98437b5b,"Rainy, Day"
29ede712-6d290bbf,"Clear, Day"
6b4464a4-961bd82d,"Clear, Day"
19abff0c-072bb3fe,"Clear, Day"
41ab28a6-dd5b84f7,"Rainy, Day"
6dfe9cd4-a28e1b9c,"Clear, Day"
5922e4b8-4231f75a,"Clear, Day"
72d1a01b-2fef0000,"Clear, Day"
09a3ff75-72315256,"Clear, Day"
6b9077b7-e6a07c88,"Clear, Day"
07b5af1c-5153aa63,"Clear, Day"
7c7ddf9c-5757a889,"Clear, Day"
5dc0ab8c-91160001,"Clear, Day"
be26ac57-35dabb9c,"Clear, Day"
2a1343ce-d96023f5,"Clear, Day"
4655bcd1-42baf9cb,"Clear, Day"
18a650d6-c4e34bc5,"Clear, Day"
21fcab2c-a0ca0000,"Cloudy, Day"
48c3121c-efc8b74c,"Clear, Day"
09823235-00000000,"Clear, Dawn/Dusk"
7429a7c2-6e655bd4,"Rainy, Night"
4dfb1699-81d6e23a,"Cloudy, Day"
7f7b2254-8ac141d3,"Clear, Day"
19fc85f7-0ccb9571,"Clear, Day"
440ae5e7-d8300000,"Cloudy, Day"
9948d09e-c031e817,"Clear, Day"
27b25726-964a9e8e,"Clear, Day"
3be73583-32d32f05,"Rainy, Dawn/Dusk"
0dfdc506-c9265cf2,"Clear, Day"
06fff9c9-00000000,"Clear, Day"
00e9be89-00001405,"Clear, Day"
6ac3ccd7-ca004464,"Clear, Day"
0f5f84ef-5d520000,"Rainy, Day"
5979b86e-00000000,"Clear, Day"
ad09a5b3-9a515ad5,"Clear, Day"
8abe1c62-2f0dc649,"Clear, Day"
8b773dfc-74c7c196,"Clear, Day"
beb41a39-be4bfe96,"Clear, Day"
58a1b187-b5eabe19,"Rainy, Day"
68e7781a-cffc2268,"Rainy, Day"
0486dc6e-cccf0000,"Clear, Day"
3a650dfe-7626928a,"Clear, Dawn/Dusk"
8d35a141-868e3c1f,"Clear, Day"
1985e87d-36410001,"Clear, Night"
c90b5398-8d49f2f2,"Clear, Day"
5d60f6d6-c3d50000,"Clear, Night"
0a56c2e8-e46ca9b7,"Rainy, Day"
21e9efcf-e446236e,"Clear, Day"
3a0c2c74-ec02b465,"Clear, Day"
2c917da8-883da6b6,"Clear, Night"
7a44e3f8-8a948bb5,"Clear, Day"
b2e73518-547798ef,"Clear, Day"
3ee763a0-4892b9b5,"Rainy, Day"
25606b41-ef1b0000,"Rainy, Day"
ca3736db-cf9e0cd4,"Clear, Day"
70db4cac-d69a5e41,"Clear, Day"
5b9fe74e-3a853597,"Clear, Day"
06a8fc86-4f81a8ca,"Cloudy, Day"
4a555fee-e0536084,"Clear, Day"
c6ca7b50-2ef0a79b,"Cloudy, Day"
17d0af3a-fcc93923,"Rainy, Day"
71204607-fe7dbf99,"Clear, Day"
0106b2ae-00000000,"Rainy, Day"
7534a453-0d0ec550,"Rainy, Day"
0781f922-11dd7bfb,"Clear, Day"
0f4e8f1e-6ba53d52,"Rainy, Day"
9a2afc0a-203514f1,"Clear, Day"
6cc6d77b-ec2b695b,"Rainy, Day"
88c7312d-88e0e652,"Clear, Day"
b8c0d4a5-63b97dfb,"Rainy, Day"
92279158-82689284,"Clear, Day"
65309093-56d5bcb2,"Rainy, Day"
346be4c0-c6743dbd,"Clear, Day"
162995f1-7ad77bd8,"Clear, Day"
c8bd76fd-04a1c915,"Clear, Day"
24f4917f-93b8700a,"Clear, Dawn/Dusk"
3fed0388-c15d6d8b,"Cloudy, Day"
7ea96b12-505f6060,"Clear, Day"
0ee642f9-22c03b1a,"Rainy, Night"
5b13fcf2-9a854b4b,"Clear, Day"
21575924-6dcb9f33,"Clear, Day"
b12f681c-1b7750eb,"Clear, Day"
198bdd15-35315137,"Clear, Day"
4c139593-0f52147e,"Clear, Day"
4d9bc77b-9db5c16a,"Clear, Day"
4eca22dc-a6b8f6ee,"Cloudy, Day"
50422d40-862e73b1,"Clear, Day"
53266bd8-5415e511,"Cloudy, Day"
c3b31662-7aa8bae6,"Clear, Day"
2cf2c789-c2d2a3e9,"Clear, Day"
1d64afb3-30a43fc4,"Clear, Day"
8009d151-3060897c,"Clear, Day"
1cc39e18-c0f271b1,"Clear, Day"
8626d42d-69c208a5,"Clear, Day"
00e9be89-00001665,"Clear, Day"
685cfb0f-957b6b86,"Rainy, Day"
1498441a-00000000,"Rainy, Day"
63f73472-028615f1,"Clear, Day"
1af96430-00000000,"Cloudy, Day"
1faaee6b-c0b27c70,"Clear, Day"
0f599715-11b8833d,"Cloudy, Day"
4f117b24-031ca0dd,"Clear, Day"
5d9edbc9-d6572287,"Rainy, Day"
810dfc9d-0adc7e3a,"Clear, Day"
08855b9f-ff3461b6,"Clear, Day"
88ed46a7-af9d54de,"Clear, Day"
00e9be89-00001770,"Clear, Day"
156b8888-f45d0000,"Clear, Day"
42041574-fb905492,"Clear, Day"
1051d6cb-c6faf245,"Clear, Day"
6ac1b1fd-02a687ea,"Clear, Day"
a5242a75-c9f4fb66,"Clear, Day"
80e09f7b-580a1b37,"Clear, Day"
44cba2d4-80d9671a,"Rainy, Day"
10a79132-00000000,"Cloudy, Dawn/Dusk"
0b7dfe99-f6bd1423,"Clear, Dawn/Dusk"
02a41eee-00000000,"Clear, Day"
6f2488ff-cd0fe991,"Clear, Day"
35795063-00000000,"Clear, Day"
2f388e44-3b8c08ae,"Rainy, Day"
8e0154c1-eac18763,"Rainy, Day"
1270b3f4-00000000,"Cloudy, Day"
6a598ab0-83caf2b3,"Rainy, Day"
9c41986f-a196bc12,"Rainy, Day"
8c838bb8-0e5633c9,"Rainy, Day"
b7fc572c-d84b9bc6,"Rainy, Day"
3f235ecc-0af071ab,"Clear, Day"
97d88499-344c185b,"Clear, Day"
20c18a94-4fee0000,"Clear, Day"
948fbe10-ac1d8d84,"Clear, Day"
50a73a8f-df5b7ff8,"Rainy, Day"
4801ed72-682a628b,"Clear, Day"
97074d30-955acabe,"Rainy, Day"
43b51bc6-4066da86,"Clear, Day"
796a6253-ace930e6,"Clear, Day"
1136797c-862a4a23,"Clear, Day"
1c4c5b21-8d33e502,"Clear, Day"
553e4a19-8b560001,"Rainy, Day"
754e2639-5f6a50b0,"Clear, Day"
438a5b14-e58cc72a,"Clear, Day"
00d79c0a-23bea078,"Clear, Day"
3df93181-c7ad676b,"Clear, Day"
2f0bcb89-4269827a,"Rainy, Day"
0512a400-d2fa24da,"Rainy, Day"
047e715f-3e4790fd,"Clear, Day"
258ab4fd-15385b5c,"Clear, Day"
636e1090-01ba0001,"Clear, Day"
2a253698-e5d5dcb2,"Clear, Day"
57e171f1-00d4df18,"Clear, Day"
686b86dd-0c3ea936,"Rainy, Day"
3dc6bdb4-daf234e9,"Clear, Day"
0daf9d2f-e0e6bc87,"Rainy, Day"
1ff3d695-d602c03d,"Clear, Day"
2871fb39-32ebd2ff,"Clear, Day"
b0a034e3-a7a0821b,"Clear, Day"
7bd7daab-c5078b63,"Clear, Day"
373a8558-8b3a40f4,"Clear, Day"
09b41d3b-87810001,"Clear, Day"
7eeb9471-8de8cefc,"Clear, Day"
03b5548e-d872add5,"Clear, Day"
164b2a2d-d2ee0000,"Clear, Day"
04242e1b-d75c0fc9,"Rainy, Day"
137a0efc-67956117,"Rainy, Day"
0384ec78-864ea363,"Rainy, Day"
087f969b-b1584c3f,"Clear, Night"
258e047d-d928594f,"Clear, Day"
8bb0c5df-41110694,"Clear, Day"
63d451e0-00000000,"Clear, Day"
46181bc2-00000000,"Rainy, Day"
5c394198-b27db2b0,"Clear, Day"
38fd0fe3-ef0726e9,"Clear, Day"
30bccc7f-1583da8e,"Clear, Day"
4dab8d2a-be9667d4,"Clear, Day"
1838b0b3-00000000,"Clear, Day"
3e9639ec-781e97e3,"Clear, Day"
2c0d8b80-00000000,"Clear, Day"
1a36f2a5-72e0f69e,"Clear, Day"
8e2580ff-7ffd9888,"Clear, Night"
9150fada-d7d8af68,"Rainy, Day"
06b1a4d1-00000000,"Clear, Day"
1e3909fd-4c05f62e,"Cloudy, Day"
08ab784d-0dec1946,"Clear, Day"
58a6d4a6-a959f89a,"Rainy, Day"
38b5478c-64858e93,"Rainy, Day"
00e9be89-00001560,"Clear, Day"
0311770a-42a9e854,"Clear, Day"
5c4039e2-14d549ad,"Clear, Day"
c0da399b-afffb28c,"Clear, Day"
06f9d8a9-00000000,"Clear, Day"
b51aa35f-90f3f3f8,"Clear, Day"
5daa2c53-1bb70ff9,"Clear, Day"
083b1f31-bc006264,"Clear, Day"
750eb859-5f17f926,"Clear, Day"
0e946d23-8a9b41b7,"Clear, Day"
06a8f8ee-334adbd2,"Clear, Day"
278f2bc1-a0562ec1,"Cloudy, Day"
6ce8cf47-3a1c4c18,"Clear, Day"
11080a49-12fa0da5,"Clear, Day"
3fd1e923-bcb08a1c,"Clear, Day"
00e9be89-00001115,"Clear, Day"
34d80f57-548f1990,"Clear, Day"
61e393b1-37e1f906,"Clear, Day"
0c07e51c-fb369fc9,"Rainy, Day"
76353138-22e6f3da,"Clear, Day"
a764e3e1-cdf95db8,"Clear, Day"
96267bf4-0b68d6ae,"Rainy, Day"
012a5322-00000000,"Clear, Day"
28e362ca-c1aac902,"Rainy, Day"
3b6e9e4e-d9a2bf4b,"Clear, Day"
342025ec-51ca07ec,"Clear, Day"
0d207cff-6d499379,"Clear, Day"
75fcb559-4cdb2554,"Clear, Day"
6c173cf1-4335c0a4,"Clear, Day"
2541a390-31023d52,"Clear, Day"
53ac0a14-35c5dc9e,"Rainy, Day"
a6ca3242-e63930a1,"Clear, Day"
366fca59-3696cc7d,"Clear, Night"
2a4f285e-61601891,"Rainy, Day"
0aab648b-ea86909c,"Clear, Day"
0c8c70f2-ae0e0000,"Clear, Day"
13980959-e2ec7280,"Clear, Day"
64616144-1744e1c2,"Clear, Day"
0ffb84f8-30d3bfd7,"Clear, Day"
3ff14f5c-453d24c0,"Clear, Day"
6a729de1-7adc57f8,"Clear, Day"
61a11b41-7bd17b85,"Clear, Day"
a89b0cd6-58995151,"Clear, Day"
38671001-e24bc5f8,"Cloudy, Day"
9d56b9b4-f10ed47f,"Clear, Day"
c0efbe92-d5be8958,"Clear, Day"
0db65573-d735f9c8,"Rainy, Day"
1338c75c-91e30001,"Clear, Day"
3de1cd60-c5543c34,"Clear, Day"
620ab434-fadf192b,"Clear, Day"
08d128d3-00000000,"Clear, Day"
7d7b9225-6d8df789,"Rainy, Day"
78ab3f38-3c839308,"Cloudy, Day"
3b1b3234-8186d8ef,"Clear, Day"
0e758b80-e99d0000,"Clear, Day"
02191150-46157fb0,"Clear, Day"
226b2b77-8692b3bd,"Clear, Day"
4d0741da-5a24c8dc,"Clear, Day"
8dab29d7-184dd4bf,"Clear, Day"
660257b3-6c3d64e5,"Clear, Day"
1bfe8b09-892060e7,"Clear, Day"
1d6b8476-00000000,"Clear, Day"
4a4a2b94-90610000,"Rainy, Day"
3c446cdf-a64ef57e,"Cloudy, Day"
8bac0459-520c9b2e,"Rainy, Day"
4d4fec72-5b51c7bd,"Rainy, Day"
6bbc168e-e45f3ab3,"Clear, Day"
5c295b82-e8401505,"Clear, Day"
851ec515-15faca1d,"Clear, Day"
251243f1-00000000,"Clear, Day"
2b1481fe-8c87bfae,"Rainy, Day"
16d797bc-b9e4200f,"Clear, Day"
857cafef-4c624361,"Rainy, Day"
6fc86539-b108fbf5,"Rainy, Day"
73fd9d6f-ba1ccb6d,"Clear, Day"
30b82914-0e870b32,"Clear, Day"
0231a9f9-00000000,"Rainy, Day"
20b4bef0-29fca765,"Clear, Day"
1a48363d-6aab61b3,"Clear, Day"
4b9c9f1f-a22fc478,"Clear, Dawn/Dusk"
b2694461-db4f4470,"Clear, Day"
00e9be89-00001645,"Rainy, Day"
0c04d29a-6bf85baf,"Clear, Day"
36b05006-c518f142,"Cloudy, Day"
09285422-34367b36,"Clear, Day"
00e9be89-00001380,"Clear, Day"
c0625a26-cefa81e9,"Clear, Day"
81610cd3-7ed6e4e6,"Clear, Day"
6f5ac1e3-579df4a1,"Clear, Day"
82395b5a-f51e8d60,"Clear, Day"
79fbe809-3c0a0517,"Rainy, Day"
31d351e6-ce421e40,"Clear, Day"
0a6b4a7c-842bfdae,"Clear, Day"
4888a04c-9d31dfaa,"Rainy, Day"
9cfed6eb-77da803a,"Clear, Day"
19fc78a9-00000000,"Clear, Day"
283310a2-4e7b4810,"Clear, Day"
05fa6494-51df5b78,"Clear, Day"
0e711991-1e7ba083,"Clear, Day"
8409eba7-3b8f583e,"Clear, Day"
30ec7afc-da702ec5,"Clear, Day"
7a15fec1-d70ff07e,"Clear, Day"
b7a8e795-0ff55db2,"Clear, Day"
53999d9f-510f446f,"Clear, Day"
43af93b8-8aaa390c,"Cloudy, Day"
035b1b38-07da7a0c,"Clear, Day"
44f99ac4-e57d17ea,"Clear, Day"
a1140112-51665c1e,"Clear, Day"
38b272c8-e5bf10d2,"Clear, Day"
b1d0a191-5490450b,"Rainy, Day"
77e3e9be-00000000,"Clear, Day"
0e888d6a-85910f38,"Clear, Day"
5d6e10c9-00831e01,"Clear, Day"
3af90444-0e6a8181,"Clear, Day"
8fc4b3e0-ec2e528f,"Clear, Day"
00e9be89-00001845,"Rainy, Day"
6a860d8d-390ffa2a,"Clear, Day"
339039a4-ce3be003,"Rainy, Day"
6b9407bc-a66ea46d,"Cloudy, Day"
ac9490af-be45bb71,"Rainy, Day"
9608e62f-b627cdf4,"Clear, Day"
547c7ef7-00000000,"Clear, Day"
b18cb922-e3af77af,"Clear, Day"
3dd2409c-00000000,"Clear, Day"
227c4a9a-0ac75058,"Clear, Day"
71f3dd79-bc3d6197,"Clear, Day"
55c1775b-c8b9565e,"Clear, Day"
6bdcd335-5849f9f7,"Rainy, Day"
1e1ff90e-5115ec0b,"Clear, Day"
0cf398b3-ce65ab64,"Clear, Night"
20ef5a70-30214c8f,"Clear, Day"
9e9bbeed-1eaefaa6,"Clear, Day"
1d650c1b-5ff5bc48,"Clear, Day"
65f82959-60c2f9b4,"Rainy, Day"
9767767c-1c92d26a,"Rainy, Day"
54ea83be-4fb34641,"Rainy, Day"
34bdf5d6-d702f485,"Clear, Day"
17adc5ac-8bd58412,"Clear, Day"
3da40968-8a21547d,"Rainy, Day"
3975df2a-214d0fab,"Clear, Day"
30e841ed-932b6d7a,"Clear, Day"
6b86be33-bbfa27d9,"Clear, Day"
c96e0b6a-f3d8aa78,"Clear, Day"
1b28a60e-d0d1f7bb,"Clear, Day"
2ee2a1ee-a56e5fb5,"Cloudy, Day"
98b6f756-42e770f5,"Clear, Day"
38f40a30-00000000,"Clear, Day"
69d0cfa5-00000000,"Clear, Day"
0345825a-23390000,"Clear, Day"
2a6612b8-6f1486ce,"Clear, Day"
7c7ddf9c-a4c4cfed,"Clear, Day"
24223a1e-6df6b6f0,"Rainy, Day"
3c87d4cb-b6d2ec9c,"Clear, Day"
8d089f51-578033f2,"Rainy, Day"
098a9629-9ed9f9a2,"Rainy, Day"
851ec515-eb5deb15,"Clear, Day"
3b80433e-fcd6386f,"Rainy, Day"
0b18fb5a-b0cf4646,"Clear, Day"
4f1d7526-8f0f4c47,"Clear, Day"
0fbf178c-8d2aa7d8,"Clear, Day"
6bba5f2e-c59663a1,"Clear, Day"
85d1f47d-b2c06785,"Clear, Day"
3a6b8e59-99426fe0,"Rainy, Day"
00a360bd-27ccb1dd,"Rainy, Day"
711ae9ee-dbd8649f,"Clear, Day"
6336b810-8e89dc94,"Clear, Day"
49f2c4ce-41ba049e,"Rainy, Night"
1d6dd768-d9ade38a,"Clear, Day"
00e9be89-00000115,"Clear, Day"
644bf8ab-dd1123d3,"Clear, Day"
863f9e33-b579178a,"Rainy, Day"
439c1313-3d04d575,"Clear, Day"
164b2a2d-b3b20001,"Clear, Day"
259fe1b9-1a4f0cf6,"Clear, Day"
0c140522-227e6f11,"Clear, Day"
00e9be89-00001155,"Cloudy, Day"
54d8bbdd-45b60001,"Clear, Day"
3b57ab14-1b12447b,"Clear, Day"
4c749367-dcf7c16f,"Clear, Day"
66ae8fe9-3b0ec363,"Clear, Day"
6ac01f3b-f6730796,"Clear, Day"
0d1fc580-44142e94,"Rainy, Day"
abd5350b-85ea1439,"Rainy, Day"
06fc9e56-f4dc4049,"Clear, Day"
96be86fa-5c1a51e1,"Rainy, Day"
43f1a204-1e9bada4,"Clear, Day"
4c753273-33ed2c89,"Clear, Day"
b555790d-ef09fa96,"Clear, Day"
83a0bbaf-14e491aa,"Clear, Day"
900ede79-4c1b8ba7,"Clear, Day"
748d2fd2-08bcf093,"Rainy, Day"
6305400d-8f91f2d4,"Rainy, Day"
8b591dab-ac1bcdd1,"Clear, Day"
98f77d3b-1719b5c0,"Cloudy, Day"
1c286ef0-13aafbfe,"Clear, Day"
00e9be89-00001710,"Clear, Day"
b8086e12-1f7655aa,"Clear, Day"
abb2750f-8f442811,"Clear, Day"
0e033c03-3042664b,"Rainy, Day"
af29a474-3c32015c,"Clear, Day"
c900eb3c-4b7befc1,"Clear, Day"
2bb99f71-00000000,"Rainy, Day"
5b6ebab1-5949d536,"Clear, Day"
90775bce-a0a1817a,"Clear, Day"
28b01c9c-00000000,"Cloudy, Day"
7530724c-00000000,"Clear, Day"
1bb855e9-827fd249,"Clear, Day"
5ffe9db5-fd4e0001,"Clear, Day"
325a8deb-1010d49c,"Clear, Day"
32654172-8c1f23e8,"Rainy, Day"
1160ad08-d264e017,"Clear, Day"
3c40f1f8-38a8f5ab,"Clear, Day"
88a6d56b-106f564d,"Clear, Day"
933a2d6e-2a43f241,"Clear, Day"
b5fd8bf6-fa9be3ca,"Clear, Day"
1af2e457-269f3360,"Clear, Day"
4bad37dd-ae730000,"Clear, Day"
31d665ba-4d193784,"Clear, Day"
28f73d40-b7930001,"Clear, Night"
98b5eb69-72c2effb,"Rainy, Day"
6a03fe29-595633b7,"Clear, Day"
a65e402a-aeed80c0,"Rainy, Day"
06e5e084-8b8f8f3b,"Clear, Day"
5b506a56-00000000,"Cloudy, Day"
1e3d501f-8e84b63a,"Clear, Day"
a7390e30-6f34a2ee,"Clear, Day"
41de76bc-9cec11f0,"Rainy, Night"
58820efb-9ca3871a,"Clear, Day"
00e9be89-00001020,"Clear, Day"
2dcbcdb1-c6e60001,"Clear, Day"
22fed7f9-1f9dbb94,"Rainy, Day"
b539383c-a697cb3b,"Clear, Day"
20b675b9-aeb033a5,"Rainy, Day"
1f1550e9-d5cdf059,"Clear, Day"
0e07d567-339cb843,"Clear, Day"
3f6923b5-b825a5d4,"Clear, Day"
1a81344c-518a6c53,"Clear, Day"
22f01f19-96759c8e,"Clear, Day"
c66c709e-de7a55ed,"Clear, Day"
696a7656-d72a16f0,"Clear, Day"
0d933eed-b74c36f8,"Rainy, Night"
74f8f4e3-50097b8d,"Clear, Day"
3d5169ab-8ec93ab4,"Clear, Day"
553e4a19-68d90000,"Clear, Day"
5eb65dc1-00000000,"Clear, Day"
651d104c-a083df3e,"Clear, Day"
4dfc7ebf-00000000,"Clear, Day"
6a647846-0fc146e8,"Clear, Day"
705c6dce-9119c5de,"Clear, Day"
2b997aff-00000000,"Clear, Day"
b7b132fc-ba819254,"Clear, Day"
03f0c46a-c7fe3b0d,"Rainy, Day"
2bfa904d-b393fc43,"Rainy, Day"
73729817-d7b27cf9,"Clear, Dawn/Dusk"
52d9be29-97d28df6,"Clear, Day"
6d5c1066-a0b34154,"Clear, Day"
02d427a2-3b15e7c9,"Clear, Day"
1f44d8f2-53f339a2,"Clear, Day"
5ae4903f-7f7f8d3e,"Clear, Day"
29965cec-f39c0000,"Clear, Day"
2618ea7f-a67527bd,"Clear, Day"
0e1fad11-71fdc8f4,"Clear, Day"
0886e393-b1f191a5,"Clear, Day"
200407a9-26db4fcd,"Clear, Day"
2d03a3cf-93d68f0a,"Cloudy, Day"
2b019754-a613b0b7,"Clear, Day"
1f2942b6-1cec2edf,"Clear, Day"
321d08e1-f2f45440,"Clear, Day"
c2e3cd3c-27871334,"Clear, Day"
698de1f3-00000000,"Rainy, Day"
005c4fd3-cb4d49cf,"Clear, Day"
5f697884-41c1f7e8,"Clear, Day"
4b9fbba7-eb44510f,"Clear, Night"
6b15392a-3a16dd34,"Clear, Day"
3e1a7d8e-d9194441,"Cloudy, Day"
12f7d5f7-a73e8b23,"Rainy, Day"
5cd6c2d1-3307b49f,"Clear, Day"
3cbea30b-eec0556a,"Clear, Day"
075d2e1d-971a3fea,"Rainy, Day"
0b396e6f-06f3ce96,"Clear, Day"
a9c4e28f-10e9c170,"Rainy, Day"
c088650e-f71b7011,"Clear, Day"
00e9be89-00001760,"Clear, Day"
0d6ee1b1-00000000,"Clear, Day"
6cd2e248-78143397,"Clear, Day"
3c95ae26-d6c3a0ba,"Clear, Day"
4b308b43-d664dbc0,"Clear, Day"
c665137e-6fffaf45,"Clear, Day"
7b84249e-c0cfa854,"Clear, Day"
00cc68dd-3d50a55f,"Rainy, Day"
734cfd60-f6a9079f,"Clear, Day"
25e3206e-e6c29f72,"Clear, Day"
4daeaffd-00000000,"Clear, Day"
0b090671-2518c4cc,"Clear, Day"
2e44968d-15c430d5,"Clear, Day"
797a76c0-8a970000,"Clear, Day"
9587d2e0-2c70883c,"Clear, Day"
0b63c42f-9a2411df,"Clear, Day"
0bc2253f-aa0f38d8,"Rainy, Day"
4ff25582-00000000,"Clear, Day"
6c1f5e8c-f59ebf31,"Cloudy, Day"
b7c48676-d61a6e81,"Clear, Day"
451a18d3-3a599a12,"Clear, Day"
48cf99b5-3812c27f,"Clear, Day"
7568f72d-14739f32,"Clear, Day"
6d8a6d94-00a7ad92,"Clear, Day"
5d396cbb-c5205d71,"Rainy, Day"
2ffeeb35-2b06245b,"Cloudy, Day"
8359526c-6bbdd362,"Clear, Day"
0fd189de-150829cc,"Clear, Day"
5e4593c9-3b1d61c2,"Rainy, Day"
0c506e60-ff9e0001,"Clear, Night"
69896a7a-73212ca3,"Clear, Day"
44980840-fe7abc6b,"Rainy, Day"
26401f63-26309d8e,"Clear, Day"
3a907797-0a5f7d99,"Cloudy, Day"
58674924-00000000,"Rainy, Day"
1bced9b1-74c3118d,"Rainy, Dawn/Dusk"
0b27a68a-5b093bbf,"Rainy, Day"
