image_index,context_name,context_frame,camera_id,condition
5654,12337317986514501583_5346_260_5366_260,1511379714812747,2,"Day,Clear,Bad lighting"
5655,12337317986514501583_5346_260_5366_260,1511379715212662,0,"Day,Clear,Bad lighting"
5656,12337317986514501583_5346_260_5366_260,1511379715212662,1,"Day,Clear,Bad lighting"
5657,12337317986514501583_5346_260_5366_260,1511379715212662,2,"Day,Clear,Bad lighting"
5658,12337317986514501583_5346_260_5366_260,1511379715412629,0,"Day,Clear,Bad lighting"
5659,12337317986514501583_5346_260_5366_260,1511379715412629,1,"Day,Clear,Bad lighting"
5660,12337317986514501583_5346_260_5366_260,1511379715412629,2,"Day,Clear,Bad lighting"
5661,12337317986514501583_5346_260_5366_260,1511379715612628,0,"Day,Clear,Bad lighting"
5662,12337317986514501583_5346_260_5366_260,1511379715612628,1,"Day,Clear,Bad lighting"
5663,12337317986514501583_5346_260_5366_260,1511379715612628,2,"Day,Clear,Bad lighting"
5664,12337317986514501583_5346_260_5366_260,1511379716012663,0,"Day,Clear,Bad lighting"
5665,12337317986514501583_5346_260_5366_260,1511379716012663,1,"Day,Clear,Bad lighting"
5666,12337317986514501583_5346_260_5366_260,1511379716012663,2,"Day,Clear,Bad lighting"
5667,12337317986514501583_5346_260_5366_260,1511379719813227,0,"Day,Clear,Bad lighting"
5668,12337317986514501583_5346_260_5366_260,1511379719813227,1,"Day,Clear,Bad lighting"
5669,12337317986514501583_5346_260_5366_260,1511379719813227,2,"Day,Clear,Bad lighting"
5670,12337317986514501583_5346_260_5366_260,1511379720213298,0,"Day,Clear,Bad lighting"
5671,12337317986514501583_5346_260_5366_260,1511379720213298,1,"Day,Clear,Bad lighting"
5672,12337317986514501583_5346_260_5366_260,1511379720213298,2,"Day,Snow,Bad lighting"
5673,12337317986514501583_5346_260_5366_260,1511379720413285,0,"Day,Clear,Bad lighting"
5674,12337317986514501583_5346_260_5366_260,1511379720413285,1,"Day,Clear,Bad lighting"
5675,12337317986514501583_5346_260_5366_260,1511379720413285,2,"Day,Clear,Bad lighting"
5676,12337317986514501583_5346_260_5366_260,1511379720613320,0,"Day,Clear,Bad lighting"
5677,12337317986514501583_5346_260_5366_260,1511379720613320,1,"Day,Clear,Bad lighting"
5678,12337317986514501583_5346_260_5366_260,1511379720613320,2,"Day,Clear,Bad lighting"
5679,12337317986514501583_5346_260_5366_260,1511379721013385,0,"Day,Clear,Bad lighting"
5680,12337317986514501583_5346_260_5366_260,1511379721013385,1,"Day,Clear,Bad lighting"
5681,12337317986514501583_5346_260_5366_260,1511379721013385,2,"Day,Rain,Bad lighting"
5682,12339284075576056695_1920_000_1940_000,1557335956949241,0,"Day,Clear,Bad lighting"
5683,12339284075576056695_1920_000_1940_000,1557335956949241,1,"Day,Rain,Bad lighting"
5684,12339284075576056695_1920_000_1940_000,1557335956949241,2,"Day,Clear,Bad lighting"
5685,12339284075576056695_1920_000_1940_000,1557335957349291,0,"Day,Clear,Bad lighting"
5686,12339284075576056695_1920_000_1940_000,1557335957349291,1,"Day,Clear,Bad lighting"
5687,12339284075576056695_1920_000_1940_000,1557335957349291,2,"Day,Clear,Bad lighting"
5688,12339284075576056695_1920_000_1940_000,1557335957549295,0,"Day,Clear,Bad lighting"
5689,12339284075576056695_1920_000_1940_000,1557335957549295,1,"Day,Clear,Bad lighting"
5690,12339284075576056695_1920_000_1940_000,1557335957549295,2,"Day,Clear,Bad lighting"
5691,12339284075576056695_1920_000_1940_000,1557335957749273,0,"Day,Clear,Bad lighting"
5692,12339284075576056695_1920_000_1940_000,1557335957749273,1,"Day,Clear,Bad lighting"
5693,12339284075576056695_1920_000_1940_000,1557335957749273,2,"Day,Clear,Bad lighting"
5694,12339284075576056695_1920_000_1940_000,1557335958149265,0,"Day,Clear,Bad lighting"
5695,12339284075576056695_1920_000_1940_000,1557335958149265,1,"Day,Clear,Bad lighting"
5696,12339284075576056695_1920_000_1940_000,1557335958149265,2,"Day,Clear,Bad lighting"
5697,12339284075576056695_1920_000_1940_000,1557335961948988,0,"Day,Clear,Bad lighting"
5698,12339284075576056695_1920_000_1940_000,1557335961948988,1,"Day,Clear,Bad lighting"
5699,12339284075576056695_1920_000_1940_000,1557335961948988,2,"Day,Clear,Bad lighting"
5700,12339284075576056695_1920_000_1940_000,1557335962348991,0,"Day,Clear,Bad lighting"
5701,12339284075576056695_1920_000_1940_000,1557335962348991,1,"Day,Clear,Bad lighting"
5702,12339284075576056695_1920_000_1940_000,1557335962348991,2,"Day,Clear,Bad lighting"
5703,12339284075576056695_1920_000_1940_000,1557335962548991,0,"Day,Clear,Bad lighting"
5704,12339284075576056695_1920_000_1940_000,1557335962548991,1,"Day,Clear,Bad lighting"
5705,12339284075576056695_1920_000_1940_000,1557335962548991,2,"Day,Clear,Bad lighting"
5706,12339284075576056695_1920_000_1940_000,1557335962749007,0,"Day,Clear,Bad lighting"
5707,12339284075576056695_1920_000_1940_000,1557335962749007,1,"Day,Clear,Bad lighting"
5708,12339284075576056695_1920_000_1940_000,1557335962749007,2,"Day,Clear,Bad lighting"
5709,12339284075576056695_1920_000_1940_000,1557335963149035,0,"Day,Clear,Bad lighting"
5710,12339284075576056695_1920_000_1940_000,1557335963149035,1,"Day,Clear,Bad lighting"
5711,12339284075576056695_1920_000_1940_000,1557335963149035,2,"Day,Clear,Bad lighting"
5712,12339284075576056695_1920_000_1940_000,1557335966948997,0,"Day,Clear,Bad lighting"
5713,12339284075576056695_1920_000_1940_000,1557335966948997,1,"Day,Clear,Bad lighting"
5714,12339284075576056695_1920_000_1940_000,1557335966948997,2,"Day,Clear,Bad lighting"
5715,12339284075576056695_1920_000_1940_000,1557335967348979,0,"Day,Clear,Bad lighting"
5716,12339284075576056695_1920_000_1940_000,1557335967348979,1,"Day,Clear,Bad lighting"
5717,12339284075576056695_1920_000_1940_000,1557335967348979,2,"Day,Clear,Bad lighting"
5718,12339284075576056695_1920_000_1940_000,1557335967549021,0,"Day,Clear,Bad lighting"
5719,12339284075576056695_1920_000_1940_000,1557335967549021,1,"Day,Clear,Bad lighting"
5720,12339284075576056695_1920_000_1940_000,1557335967549021,2,"Day,Clear,Bad lighting"
5721,12339284075576056695_1920_000_1940_000,1557335967749025,0,"Day,Clear,Bad lighting"
5722,12339284075576056695_1920_000_1940_000,1557335967749025,1,"Day,Clear,Bad lighting"
5723,12339284075576056695_1920_000_1940_000,1557335967749025,2,"Day,Clear,Bad lighting"
5724,12339284075576056695_1920_000_1940_000,1557335968149034,0,"Day,Clear,Bad lighting"
5725,12339284075576056695_1920_000_1940_000,1557335968149034,1,"Day,Clear,Bad lighting"
5726,12339284075576056695_1920_000_1940_000,1557335968149034,2,"Day,Clear,Bad lighting"
5727,12339284075576056695_1920_000_1940_000,1557335971949150,0,"Day,Clear,Bad lighting"
5728,12339284075576056695_1920_000_1940_000,1557335971949150,1,"Day,Clear,Bad lighting"
5729,12339284075576056695_1920_000_1940_000,1557335971949150,2,"Day,Clear,Bad lighting"
5730,12339284075576056695_1920_000_1940_000,1557335972349098,0,"Day,Clear,Bad lighting"
5731,12339284075576056695_1920_000_1940_000,1557335972349098,1,"Day,Clear,Bad lighting"
5732,12339284075576056695_1920_000_1940_000,1557335972349098,2,"Day,Clear,Bad lighting"
5733,12339284075576056695_1920_000_1940_000,1557335972549076,0,"Day,Clear,Bad lighting"
5734,12339284075576056695_1920_000_1940_000,1557335972549076,1,"Day,Clear,Bad lighting"
5735,12339284075576056695_1920_000_1940_000,1557335972549076,2,"Day,Clear,Bad lighting"
5736,12339284075576056695_1920_000_1940_000,1557335972749014,0,"Day,Clear,Bad lighting"
5737,12339284075576056695_1920_000_1940_000,1557335972749014,1,"Day,Clear,Bad lighting"
5738,12339284075576056695_1920_000_1940_000,1557335972749014,2,"Day,Clear,Bad lighting"
5739,12339284075576056695_1920_000_1940_000,1557335973148986,0,"Day,Clear,Bad lighting"
5740,12339284075576056695_1920_000_1940_000,1557335973148986,1,"Day,Clear,Bad lighting"
5741,12339284075576056695_1920_000_1940_000,1557335973148986,2,"Day,Clear,Bad lighting"
5742,12365808668068790137_2920_000_2940_000,1550004726076324,0,"Day,Snow,Bad lighting"
5743,12365808668068790137_2920_000_2940_000,1550004726076324,1,"Day,Clear,Bad lighting"
5744,12365808668068790137_2920_000_2940_000,1550004726076324,2,"Day,Clear,Bad lighting"
5745,12365808668068790137_2920_000_2940_000,1550004726476418,0,"Day,Snow,Bad lighting"
5746,12365808668068790137_2920_000_2940_000,1550004726476418,1,"Day,Clear,Bad lighting"
5747,12365808668068790137_2920_000_2940_000,1550004726476418,2,"Day,Clear,Bad lighting"
5748,12365808668068790137_2920_000_2940_000,1550004726676391,0,"Day,Snow,Bad lighting"
5749,12365808668068790137_2920_000_2940_000,1550004726676391,1,"Day,Clear,Bad lighting"
5750,12365808668068790137_2920_000_2940_000,1550004726676391,2,"Day,Clear,Bad lighting"
5751,12365808668068790137_2920_000_2940_000,1550004726876326,0,"Day,Snow,Bad lighting"
5752,12365808668068790137_2920_000_2940_000,1550004726876326,1,"Day,Clear,Bad lighting"
5753,12365808668068790137_2920_000_2940_000,1550004726876326,2,"Day,Clear,Bad lighting"
5754,12365808668068790137_2920_000_2940_000,1550004727276208,0,"Day,Clear,Bad lighting"
5755,12365808668068790137_2920_000_2940_000,1550004727276208,1,"Day,Clear,Bad lighting"
5756,12365808668068790137_2920_000_2940_000,1550004727276208,2,"Day,Clear,Bad lighting"
5757,12365808668068790137_2920_000_2940_000,1550004731073906,0,"Day,Fog,Bad lighting"
5758,12365808668068790137_2920_000_2940_000,1550004731073906,1,"Day,Rain,Bad lighting"
5759,12365808668068790137_2920_000_2940_000,1550004731073906,2,"Day,Clear,Bad lighting"
5760,12365808668068790137_2920_000_2940_000,1550004731473260,0,"Day,Clear,Bad lighting"
5761,12365808668068790137_2920_000_2940_000,1550004731473260,1,"Day,Clear,Bad lighting"
5762,12365808668068790137_2920_000_2940_000,1550004731473260,2,"Day,Snow,Bad lighting"
5763,12365808668068790137_2920_000_2940_000,1550004731672925,0,"Day,Clear,Bad lighting"
5764,12365808668068790137_2920_000_2940_000,1550004731672925,1,"Day,Clear,Bad lighting"
5765,12365808668068790137_2920_000_2940_000,1550004731672925,2,"Day,Clear,Bad lighting"
5766,12365808668068790137_2920_000_2940_000,1550004731872548,0,"Day,Rain,Bad lighting"
5767,12365808668068790137_2920_000_2940_000,1550004731872548,1,"Day,Clear,Bad lighting"
5768,12365808668068790137_2920_000_2940_000,1550004731872548,2,"Day,Clear,Bad lighting"
5769,12365808668068790137_2920_000_2940_000,1550004732271958,0,"Day,Fog,Bad lighting"
5770,12365808668068790137_2920_000_2940_000,1550004732271958,1,"Day,Clear,Bad lighting"
5771,12365808668068790137_2920_000_2940_000,1550004732271958,2,"Day,Clear,Bad lighting"
5772,12365808668068790137_2920_000_2940_000,1550004736076560,0,"Day,Rain,Bad lighting"
5773,12365808668068790137_2920_000_2940_000,1550004736076560,1,"Day,Clear,Bad lighting"
5774,12365808668068790137_2920_000_2940_000,1550004736076560,2,"Day,Clear,Bad lighting"
5775,12365808668068790137_2920_000_2940_000,1550004736477425,0,"Day,Rain,Bad lighting"
5776,12365808668068790137_2920_000_2940_000,1550004736477425,1,"Day,Clear,Bad lighting"
5777,12365808668068790137_2920_000_2940_000,1550004736477425,2,"Day,Clear,Bad lighting"
5778,12365808668068790137_2920_000_2940_000,1550004736677879,0,"Day,Clear,Bad lighting"
5779,12365808668068790137_2920_000_2940_000,1550004736677879,1,"Day,Rain,Bad lighting"
5780,12365808668068790137_2920_000_2940_000,1550004736677879,2,"Day,Clear,Bad lighting"
5781,12365808668068790137_2920_000_2940_000,1550004736878332,0,"Day,Rain,Bad lighting"
5782,12365808668068790137_2920_000_2940_000,1550004736878332,1,"Day,Rain,Bad lighting"
5783,12365808668068790137_2920_000_2940_000,1550004736878332,2,"Day,Clear,Bad lighting"
5784,12365808668068790137_2920_000_2940_000,1550004741080625,0,"Day,Clear,Bad lighting"
5785,12365808668068790137_2920_000_2940_000,1550004741080625,1,"Day,Rain,Bad lighting"
5786,12365808668068790137_2920_000_2940_000,1550004741080625,2,"Day,Clear,Bad lighting"
5787,12365808668068790137_2920_000_2940_000,1550004741480604,0,"Day,Clear,Bad lighting"
5788,12365808668068790137_2920_000_2940_000,1550004741480604,1,"Day,Rain,Bad lighting"
5789,12365808668068790137_2920_000_2940_000,1550004741480604,2,"Day,Clear,Bad lighting"
5790,12365808668068790137_2920_000_2940_000,1550004741680604,0,"Day,Clear,Bad lighting"
5791,12365808668068790137_2920_000_2940_000,1550004741680604,1,"Day,Rain,Bad lighting"
5792,12365808668068790137_2920_000_2940_000,1550004741680604,2,"Day,Clear,Bad lighting"
5793,12365808668068790137_2920_000_2940_000,1550004741880646,0,"Day,Clear,Bad lighting"
5794,12365808668068790137_2920_000_2940_000,1550004741880646,1,"Day,Rain,Bad lighting"
5795,12365808668068790137_2920_000_2940_000,1550004741880646,2,"Day,Clear,Bad lighting"
5796,12365808668068790137_2920_000_2940_000,1550004742280699,0,"Day,Clear,Bad lighting"
5797,12365808668068790137_2920_000_2940_000,1550004742280699,1,"Day,Rain,Bad lighting"
5798,12365808668068790137_2920_000_2940_000,1550004742280699,2,"Day,Clear,Bad lighting"
5799,12505030131868863688_1740_000_1760_000,1558483879822427,0,"Day,Clear,Bad lighting"
5800,12505030131868863688_1740_000_1760_000,1558483879822427,1,"Day,Snow,Bad lighting"
5801,12505030131868863688_1740_000_1760_000,1558483879822427,2,"Day,Clear,Bad lighting"
5802,12505030131868863688_1740_000_1760_000,1558483880222407,0,"Day,Clear,Bad lighting"
5803,12505030131868863688_1740_000_1760_000,1558483880222407,1,"Day,Rain,Bad lighting"
5804,12505030131868863688_1740_000_1760_000,1558483880222407,2,"Day,Clear,Bad lighting"
5805,12505030131868863688_1740_000_1760_000,1558483880422425,0,"Day,Clear,Bad lighting"
5806,12505030131868863688_1740_000_1760_000,1558483880422425,1,"Day,Rain,Bad lighting"
5807,12505030131868863688_1740_000_1760_000,1558483880422425,2,"Day,Clear,Bad lighting"
5808,12505030131868863688_1740_000_1760_000,1558483880622437,0,"Day,Clear,Bad lighting"
5809,12505030131868863688_1740_000_1760_000,1558483880622437,1,"Day,Rain,Bad lighting"
5810,12505030131868863688_1740_000_1760_000,1558483880622437,2,"Day,Clear,Bad lighting"
5811,12505030131868863688_1740_000_1760_000,1558483881022408,0,"Day,Clear,Bad lighting"
5812,12505030131868863688_1740_000_1760_000,1558483881022408,1,"Day,Clear,Bad lighting"
5813,12505030131868863688_1740_000_1760_000,1558483881022408,2,"Day,Clear,Bad lighting"
5814,12505030131868863688_1740_000_1760_000,1558483884822417,0,"Day,Fog,Bad lighting"
5815,12505030131868863688_1740_000_1760_000,1558483884822417,1,"Day,Clear,Bad lighting"
5816,12505030131868863688_1740_000_1760_000,1558483884822417,2,"Day,Clear,Bad lighting"
5817,12505030131868863688_1740_000_1760_000,1558483885222442,0,"Day,Clear,Bad lighting"
5818,12505030131868863688_1740_000_1760_000,1558483885222442,1,"Day,Clear,Bad lighting"
5819,12505030131868863688_1740_000_1760_000,1558483885222442,2,"Day,Clear,Bad lighting"
5820,12505030131868863688_1740_000_1760_000,1558483885422415,0,"Day,Clear,Bad lighting"
5821,12505030131868863688_1740_000_1760_000,1558483885422415,1,"Day,Rain,Bad lighting"
5822,12505030131868863688_1740_000_1760_000,1558483885422415,2,"Day,Clear,Bad lighting"
5823,12505030131868863688_1740_000_1760_000,1558483885622424,0,"Day,Clear,Bad lighting"
5824,12505030131868863688_1740_000_1760_000,1558483885622424,1,"Day,Clear,Bad lighting"
5825,12505030131868863688_1740_000_1760_000,1558483885622424,2,"Day,Clear,Bad lighting"
5826,12505030131868863688_1740_000_1760_000,1558483886022395,0,"Day,Clear,Bad lighting"
5827,12505030131868863688_1740_000_1760_000,1558483886022395,1,"Day,Clear,Bad lighting"
5828,12505030131868863688_1740_000_1760_000,1558483886022395,2,"Day,Clear,Bad lighting"
5829,12505030131868863688_1740_000_1760_000,1558483889822534,0,"Day,Clear,Bad lighting"
5830,12505030131868863688_1740_000_1760_000,1558483889822534,1,"Day,Snow,Bad lighting"
5831,12505030131868863688_1740_000_1760_000,1558483889822534,2,"Day,Clear,Bad lighting"
5832,12505030131868863688_1740_000_1760_000,1558483890222542,0,"Day,Clear,Bad lighting"
5833,12505030131868863688_1740_000_1760_000,1558483890222542,1,"Day,Rain,Bad lighting"
5834,12505030131868863688_1740_000_1760_000,1558483890222542,2,"Day,Clear,Bad lighting"
5835,12505030131868863688_1740_000_1760_000,1558483890422548,0,"Day,Clear,Bad lighting"
5836,12505030131868863688_1740_000_1760_000,1558483890422548,1,"Day,Rain,Bad lighting"
5837,12505030131868863688_1740_000_1760_000,1558483890422548,2,"Day,Clear,Bad lighting"
5838,12505030131868863688_1740_000_1760_000,1558483890622565,0,"Day,Clear,Bad lighting"
5839,12505030131868863688_1740_000_1760_000,1558483890622565,1,"Day,Snow,Bad lighting"
5840,12505030131868863688_1740_000_1760_000,1558483890622565,2,"Day,Clear,Bad lighting"
5841,12505030131868863688_1740_000_1760_000,1558483891022534,0,"Day,Clear,Bad lighting"
5842,12505030131868863688_1740_000_1760_000,1558483891022534,1,"Day,Snow,Bad lighting"
5843,12505030131868863688_1740_000_1760_000,1558483891022534,2,"Day,Clear,Bad lighting"
5844,12505030131868863688_1740_000_1760_000,1558483894822398,0,"Day,Clear,Bad lighting"
5845,12505030131868863688_1740_000_1760_000,1558483894822398,1,"Day,Snow,Bad lighting"
5846,12505030131868863688_1740_000_1760_000,1558483894822398,2,"Day,Clear,Bad lighting"
5847,12505030131868863688_1740_000_1760_000,1558483895222515,0,"Day,Clear,Bad lighting"
5848,12505030131868863688_1740_000_1760_000,1558483895222515,1,"Day,Snow,Bad lighting"
5849,12505030131868863688_1740_000_1760_000,1558483895222515,2,"Day,Clear,Bad lighting"
5850,12505030131868863688_1740_000_1760_000,1558483895422563,0,"Day,Clear,Bad lighting"
5851,12505030131868863688_1740_000_1760_000,1558483895422563,1,"Day,Clear,Bad lighting"
5852,12505030131868863688_1740_000_1760_000,1558483895422563,2,"Day,Clear,Bad lighting"
5853,12505030131868863688_1740_000_1760_000,1558483895622612,0,"Day,Clear,Bad lighting"
5854,12505030131868863688_1740_000_1760_000,1558483895622612,1,"Day,Clear,Bad lighting"
5855,12505030131868863688_1740_000_1760_000,1558483895622612,2,"Day,Clear,Bad lighting"
5856,12505030131868863688_1740_000_1760_000,1558483896022664,0,"Day,Clear,Bad lighting"
5857,12505030131868863688_1740_000_1760_000,1558483896022664,1,"Day,Clear,Bad lighting"
5858,12505030131868863688_1740_000_1760_000,1558483896022664,2,"Day,Clear,Bad lighting"
5859,12511696717465549299_4209_630_4229_630,1511394265075899,0,"Day,Clear,Bad lighting"
5860,12511696717465549299_4209_630_4229_630,1511394265075899,1,"Day,Rain,Bad lighting"
5861,12511696717465549299_4209_630_4229_630,1511394265075899,2,"Day,Rain,Bad lighting"
5862,12511696717465549299_4209_630_4229_630,1511394265475798,0,"Day,Clear,Bad lighting"
5863,12511696717465549299_4209_630_4229_630,1511394265475798,1,"Day,Rain,Bad lighting"
5864,12511696717465549299_4209_630_4229_630,1511394265475798,2,"Day,Rain,Bad lighting"
5865,12511696717465549299_4209_630_4229_630,1511394265675757,0,"Day,Clear,Bad lighting"
5866,12511696717465549299_4209_630_4229_630,1511394265675757,1,"Day,Snow,Bad lighting"
5867,12511696717465549299_4209_630_4229_630,1511394265675757,2,"Day,Rain,Bad lighting"
5868,12511696717465549299_4209_630_4229_630,1511394265875673,0,"Day,Clear,Bad lighting"
5869,12511696717465549299_4209_630_4229_630,1511394265875673,1,"Day,Rain,Bad lighting"
5870,12511696717465549299_4209_630_4229_630,1511394265875673,2,"Day,Rain,Bad lighting"
5871,12511696717465549299_4209_630_4229_630,1511394266275627,0,"Day,Clear,Bad lighting"
5872,12511696717465549299_4209_630_4229_630,1511394266275627,1,"Day,Snow,Bad lighting"
5873,12511696717465549299_4209_630_4229_630,1511394266275627,2,"Day,Rain,Bad lighting"
5874,12511696717465549299_4209_630_4229_630,1511394270075637,0,"Day,Clear,Bad lighting"
5875,12511696717465549299_4209_630_4229_630,1511394270075637,1,"Day,Snow,Bad lighting"
5876,12511696717465549299_4209_630_4229_630,1511394270075637,2,"Day,Rain,Bad lighting"
5877,12511696717465549299_4209_630_4229_630,1511394270475645,0,"Day,Clear,Bad lighting"
5878,12511696717465549299_4209_630_4229_630,1511394270475645,1,"Day,Snow,Bad lighting"
5879,12511696717465549299_4209_630_4229_630,1511394270475645,2,"Day,Rain,Bad lighting"
5880,12511696717465549299_4209_630_4229_630,1511394270675692,0,"Day,Clear,Bad lighting"
5881,12511696717465549299_4209_630_4229_630,1511394270675692,1,"Day,Clear,Bad lighting"
5882,12511696717465549299_4209_630_4229_630,1511394270675692,2,"Day,Rain,Bad lighting"
5883,12511696717465549299_4209_630_4229_630,1511394270875801,0,"Day,Clear,Bad lighting"
5884,12511696717465549299_4209_630_4229_630,1511394270875801,1,"Day,Rain,Bad lighting"
5885,12511696717465549299_4209_630_4229_630,1511394270875801,2,"Day,Rain,Bad lighting"
5886,12511696717465549299_4209_630_4229_630,1511394271275849,0,"Day,Clear,Bad lighting"
5887,12511696717465549299_4209_630_4229_630,1511394271275849,1,"Day,Rain,Bad lighting"
5888,12511696717465549299_4209_630_4229_630,1511394271275849,2,"Day,Rain,Bad lighting"
5889,12511696717465549299_4209_630_4229_630,1511394275075671,0,"Day,Clear,Bad lighting"
5890,12511696717465549299_4209_630_4229_630,1511394275075671,1,"Day,Snow,Bad lighting"
5891,12511696717465549299_4209_630_4229_630,1511394275075671,2,"Day,Clear,Bad lighting"
5892,12511696717465549299_4209_630_4229_630,1511394275475646,0,"Day,Clear,Bad lighting"
5893,12511696717465549299_4209_630_4229_630,1511394275475646,1,"Day,Snow,Bad lighting"
5894,12511696717465549299_4209_630_4229_630,1511394275475646,2,"Day,Rain,Bad lighting"
5895,12511696717465549299_4209_630_4229_630,1511394275675613,0,"Day,Clear,Bad lighting"
5896,12511696717465549299_4209_630_4229_630,1511394275675613,1,"Day,Snow,Bad lighting"
5897,12511696717465549299_4209_630_4229_630,1511394275675613,2,"Day,Rain,Bad lighting"
5898,12511696717465549299_4209_630_4229_630,1511394275875654,0,"Day,Clear,Bad lighting"
5899,12511696717465549299_4209_630_4229_630,1511394275875654,1,"Day,Snow,Bad lighting"
5900,12511696717465549299_4209_630_4229_630,1511394275875654,2,"Day,Rain,Bad lighting"
5901,12511696717465549299_4209_630_4229_630,1511394276275701,0,"Day,Clear,Bad lighting"
5902,12511696717465549299_4209_630_4229_630,1511394276275701,1,"Day,Snow,Bad lighting"
5903,12511696717465549299_4209_630_4229_630,1511394276275701,2,"Day,Rain,Bad lighting"
5904,12511696717465549299_4209_630_4229_630,1511394280075687,0,"Day,Clear,Bad lighting"
5905,12511696717465549299_4209_630_4229_630,1511394280075687,1,"Day,Snow,Bad lighting"
5906,12511696717465549299_4209_630_4229_630,1511394280075687,2,"Day,Rain,Bad lighting"
5907,12511696717465549299_4209_630_4229_630,1511394280475703,0,"Day,Clear,Bad lighting"
5908,12511696717465549299_4209_630_4229_630,1511394280475703,1,"Day,Rain,Bad lighting"
5909,12511696717465549299_4209_630_4229_630,1511394280475703,2,"Day,Rain,Bad lighting"
5910,12511696717465549299_4209_630_4229_630,1511394280675671,0,"Day,Clear,Bad lighting"
5911,12511696717465549299_4209_630_4229_630,1511394280675671,1,"Day,Snow,Bad lighting"
5912,12511696717465549299_4209_630_4229_630,1511394280675671,2,"Day,Rain,Bad lighting"
5913,12511696717465549299_4209_630_4229_630,1511394280875610,0,"Day,Clear,Bad lighting"
5914,12511696717465549299_4209_630_4229_630,1511394280875610,1,"Day,Snow,Bad lighting"
5915,12511696717465549299_4209_630_4229_630,1511394280875610,2,"Day,Clear,Bad lighting"
5916,12511696717465549299_4209_630_4229_630,1511394281275497,0,"Day,Clear,Bad lighting"
5917,12511696717465549299_4209_630_4229_630,1511394281275497,1,"Day,Rain,Bad lighting"
5918,12511696717465549299_4209_630_4229_630,1511394281275497,2,"Day,Clear,Bad lighting"
5919,12551320916264703416_1420_000_1440_000,1557277417237389,0,"Day,Clear,Bad lighting"
5920,12551320916264703416_1420_000_1440_000,1557277417237389,1,"Day,Clear,Bad lighting"
5921,12551320916264703416_1420_000_1440_000,1557277417237389,2,"Day,Clear,Bad lighting"
5922,12551320916264703416_1420_000_1440_000,1557277417637439,0,"Day,Clear,Bad lighting"
5923,12551320916264703416_1420_000_1440_000,1557277417637439,1,"Day,Clear,Bad lighting"
5924,12551320916264703416_1420_000_1440_000,1557277417637439,2,"Day,Clear,Bad lighting"
5925,12551320916264703416_1420_000_1440_000,1557277417837429,0,"Day,Clear,Bad lighting"
5926,12551320916264703416_1420_000_1440_000,1557277417837429,1,"Day,Clear,Bad lighting"
5927,12551320916264703416_1420_000_1440_000,1557277417837429,2,"Day,Clear,Bad lighting"
5928,12551320916264703416_1420_000_1440_000,1557277418037433,0,"Day,Clear,Bad lighting"
5929,12551320916264703416_1420_000_1440_000,1557277418037433,1,"Day,Clear,Bad lighting"
5930,12551320916264703416_1420_000_1440_000,1557277418037433,2,"Day,Clear,Bad lighting"
5931,12551320916264703416_1420_000_1440_000,1557277418437377,0,"Day,Clear,Bad lighting"
5932,12551320916264703416_1420_000_1440_000,1557277418437377,1,"Day,Clear,Bad lighting"
5933,12551320916264703416_1420_000_1440_000,1557277418437377,2,"Day,Clear,Bad lighting"
5934,12551320916264703416_1420_000_1440_000,1557277422237412,0,"Day,Clear,Bad lighting"
5935,12551320916264703416_1420_000_1440_000,1557277422237412,1,"Day,Clear,Bad lighting"
5936,12551320916264703416_1420_000_1440_000,1557277422237412,2,"Day,Clear,Bad lighting"
5937,12551320916264703416_1420_000_1440_000,1557277422637435,0,"Day,Clear,Bad lighting"
5938,12551320916264703416_1420_000_1440_000,1557277422637435,1,"Day,Clear,Bad lighting"
5939,12551320916264703416_1420_000_1440_000,1557277422637435,2,"Day,Clear,Bad lighting"
5940,12551320916264703416_1420_000_1440_000,1557277422837442,0,"Day,Clear,Bad lighting"
5941,12551320916264703416_1420_000_1440_000,1557277422837442,1,"Day,Clear,Bad lighting"
5942,12551320916264703416_1420_000_1440_000,1557277422837442,2,"Day,Clear,Bad lighting"
5943,12551320916264703416_1420_000_1440_000,1557277423037421,0,"Day,Clear,Bad lighting"
5944,12551320916264703416_1420_000_1440_000,1557277423037421,1,"Day,Clear,Bad lighting"
5945,12551320916264703416_1420_000_1440_000,1557277423037421,2,"Day,Clear,Bad lighting"
5946,12551320916264703416_1420_000_1440_000,1557277423437428,0,"Day,Clear,Bad lighting"
5947,12551320916264703416_1420_000_1440_000,1557277423437428,1,"Day,Clear,Bad lighting"
5948,12551320916264703416_1420_000_1440_000,1557277423437428,2,"Day,Clear,Bad lighting"
5949,12551320916264703416_1420_000_1440_000,1557277427237407,0,"Day,Clear,Bad lighting"
5950,12551320916264703416_1420_000_1440_000,1557277427237407,1,"Day,Clear,Bad lighting"
5951,12551320916264703416_1420_000_1440_000,1557277427237407,2,"Day,Clear,Bad lighting"
5952,12551320916264703416_1420_000_1440_000,1557277427637440,0,"Day,Clear,Bad lighting"
5953,12551320916264703416_1420_000_1440_000,1557277427637440,1,"Day,Clear,Bad lighting"
5954,12551320916264703416_1420_000_1440_000,1557277427637440,2,"Day,Clear,Bad lighting"
5955,12551320916264703416_1420_000_1440_000,1557277427837447,0,"Day,Clear,Bad lighting"
5956,12551320916264703416_1420_000_1440_000,1557277427837447,1,"Day,Clear,Bad lighting"
