context_name,context_frame,camera_id,image_index,condition
15535062863944567958_1100_000_1120_000,1557844300822564,2,12497,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844301222617,0,12498,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844301222617,1,12499,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844301222617,2,12500,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305022301,0,12501,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305022301,1,12502,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844305022301,2,12503,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305422337,0,12504,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305422337,1,12505,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844305422337,2,12506,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305622385,0,12507,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305622385,1,12508,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305622385,2,12509,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844305822403,0,12510,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305822403,1,12511,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844305822403,2,12512,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844306222503,0,12513,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844306222503,1,12514,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844306222503,2,12515,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844310022356,0,12516,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844310022356,1,12517,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844310022356,2,12518,"Day,Foggy"
15535062863944567958_1100_000_1120_000,1557844310422403,0,12519,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844310422403,1,12520,"Day,Foggy"
15535062863944567958_1100_000_1120_000,1557844310422403,2,12521,"Day,Foggy"
15535062863944567958_1100_000_1120_000,1557844310622371,0,12522,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844310622371,1,12523,"Day,Foggy"
15535062863944567958_1100_000_1120_000,1557844310622371,2,12524,"Day,Foggy"
15535062863944567958_1100_000_1120_000,1557844310822385,0,12525,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844310822385,1,12526,"Day,Foggy"
15535062863944567958_1100_000_1120_000,1557844310822385,2,12527,"Day,Rainy"
15535062863944567958_1100_000_1120_000,1557844311222447,0,12528,"Day,Clear"
15535062863944567958_1100_000_1120_000,1557844311222447,1,12529,"Day,Foggy"
15535062863944567958_1100_000_1120_000,1557844311222447,2,12530,"Day,Rainy"
15550613280008674010_1780_000_1800_000,1552948825231635,0,12531,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825231635,1,12532,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825231635,2,12533,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825631734,0,12534,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825631734,1,12535,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825631734,2,12536,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825831774,0,12537,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825831774,1,12538,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948825831774,2,12539,"Day,Rainy"
15550613280008674010_1780_000_1800_000,1552948826031857,0,12540,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948826031857,1,12541,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948826031857,2,12542,"Day,Rainy"
15550613280008674010_1780_000_1800_000,1552948826431909,0,12543,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948826431909,1,12544,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948826431909,2,12545,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830231779,0,12546,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830231779,1,12547,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830231779,2,12548,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830631789,0,12549,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830631789,1,12550,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830631789,2,12551,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830831765,0,12552,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830831765,1,12553,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948830831765,2,12554,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948831031733,0,12555,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948831031733,1,12556,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948831031733,2,12557,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948831431640,0,12558,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948831431640,1,12559,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948831431640,2,12560,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835231734,0,12561,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835231734,1,12562,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835231734,2,12563,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835631752,0,12564,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835631752,1,12565,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835631752,2,12566,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835831721,0,12567,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835831721,1,12568,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948835831721,2,12569,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948836031726,0,12570,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948836031726,1,12571,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948836031726,2,12572,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948836431718,0,12573,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948836431718,1,12574,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948836431718,2,12575,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840231727,0,12576,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840231727,1,12577,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840231727,2,12578,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840631738,0,12579,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840631738,1,12580,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840631738,2,12581,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840831743,0,12582,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840831743,1,12583,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948840831743,2,12584,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948841031749,0,12585,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948841031749,1,12586,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948841031749,2,12587,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948841431755,0,12588,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948841431755,1,12589,"Day,Clear"
15550613280008674010_1780_000_1800_000,1552948841431755,2,12590,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359337402,0,12591,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359337402,1,12592,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359337402,2,12593,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359737364,0,12594,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359737364,1,12595,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359737364,2,12596,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359937331,0,12597,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359937331,1,12598,"Day,Clear"
15578655130939579324_620_000_640_000,1543277359937331,2,12599,"Day,Clear"
15578655130939579324_620_000_640_000,1543277360137303,0,12600,"Day,Clear"
15578655130939579324_620_000_640_000,1543277360137303,1,12601,"Day,Clear"
15578655130939579324_620_000_640_000,1543277360137303,2,12602,"Day,Clear"
15578655130939579324_620_000_640_000,1543277360537305,0,12603,"Day,Clear"
15578655130939579324_620_000_640_000,1543277360537305,1,12604,"Day,Clear"
15578655130939579324_620_000_640_000,1543277360537305,2,12605,"Day,Clear"
15578655130939579324_620_000_640_000,1543277364337444,0,12606,"Day,Clear"
15578655130939579324_620_000_640_000,1543277364337444,1,12607,"Day,Clear"
15578655130939579324_620_000_640_000,1543277364337444,2,12608,"Day,Clear"
15578655130939579324_620_000_640_000,1543277364737490,0,12609,"Day,Clear"
15578655130939579324_620_000_640_000,1543277364737490,1,12610,"Day,Cloudy"
15578655130939579324_620_000_640_000,1543277364737490,2,12611,"Day,Clear"
15578655130939579324_620_000_640_000,1543277364937495,0,12612,"Day,Clear"
15578655130939579324_620_000_640_000,1543277364937495,1,12613,"Day,Cloudy"
15578655130939579324_620_000_640_000,1543277364937495,2,12614,"Day,Clear"
15578655130939579324_620_000_640_000,1543277365137497,0,12615,"Day,Clear"
15578655130939579324_620_000_640_000,1543277365137497,1,12616,"Day,Clear"
15578655130939579324_620_000_640_000,1543277365137497,2,12617,"Day,Clear"
15578655130939579324_620_000_640_000,1543277365537522,0,12618,"Day,Clear"
15578655130939579324_620_000_640_000,1543277365537522,1,12619,"Day,Rainy"
15578655130939579324_620_000_640_000,1543277365537522,2,12620,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369337518,0,12621,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369337518,1,12622,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369337518,2,12623,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369737592,0,12624,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369737592,1,12625,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369737592,2,12626,"Day,Rainy"
15578655130939579324_620_000_640_000,1543277369937636,0,12627,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369937636,1,12628,"Day,Clear"
15578655130939579324_620_000_640_000,1543277369937636,2,12629,"Day,Clear"
15578655130939579324_620_000_640_000,1543277370137636,0,12630,"Day,Clear"
15578655130939579324_620_000_640_000,1543277370137636,1,12631,"Day,Clear"
15578655130939579324_620_000_640_000,1543277370137636,2,12632,"Day,Clear"
15578655130939579324_620_000_640_000,1543277370537539,0,12633,"Day,Clear"
15578655130939579324_620_000_640_000,1543277370537539,1,12634,"Day,Clear"
15578655130939579324_620_000_640_000,1543277370537539,2,12635,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374337577,0,12636,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374337577,1,12637,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374337577,2,12638,"Day,Rainy"
15578655130939579324_620_000_640_000,1543277374737481,0,12639,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374737481,1,12640,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374737481,2,12641,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374937441,0,12642,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374937441,1,12643,"Day,Clear"
15578655130939579324_620_000_640_000,1543277374937441,2,12644,"Day,Clear"
15578655130939579324_620_000_640_000,1543277375137442,0,12645,"Day,Clear"
15578655130939579324_620_000_640_000,1543277375137442,1,12646,"Day,Clear"
15578655130939579324_620_000_640_000,1543277375137442,2,12647,"Day,Clear"
15578655130939579324_620_000_640_000,1543277375537446,0,12648,"Day,Clear"
15578655130939579324_620_000_640_000,1543277375537446,1,12649,"Day,Clear"
15578655130939579324_620_000_640_000,1543277375537446,2,12650,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889333760420,0,12651,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889333760420,1,12652,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889333760420,2,12653,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334160338,0,12654,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334160338,1,12655,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334160338,2,12656,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334360341,0,12657,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334360341,1,12658,"Day,Rainy"
15628918650068847391_8077_670_8097_670,1508889334360341,2,12659,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334560385,0,12660,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334560385,1,12661,"Day,Rainy"
15628918650068847391_8077_670_8097_670,1508889334560385,2,12662,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334960482,0,12663,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334960482,1,12664,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889334960482,2,12665,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889338760523,0,12666,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889338760523,1,12667,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889338760523,2,12668,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339160620,0,12669,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339160620,1,12670,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339160620,2,12671,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339360621,0,12672,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339360621,1,12673,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339360621,2,12674,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339560622,0,12675,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339560622,1,12676,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339560622,2,12677,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339960556,0,12678,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339960556,1,12679,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889339960556,2,12680,"Day,Rainy"
15628918650068847391_8077_670_8097_670,1508889343760730,0,12681,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889343760730,1,12682,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889343760730,2,12683,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344160686,0,12684,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344160686,1,12685,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344160686,2,12686,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344360614,0,12687,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344360614,1,12688,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344360614,2,12689,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344560646,0,12690,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344560646,1,12691,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344560646,2,12692,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344960679,0,12693,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344960679,1,12694,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889344960679,2,12695,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889348760897,0,12696,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889348760897,1,12697,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889348760897,2,12698,"Day,Rainy"
15628918650068847391_8077_670_8097_670,1508889349160628,0,12699,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349160628,1,12700,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349160628,2,12701,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349360477,0,12702,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349360477,1,12703,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349360477,2,12704,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349560390,0,12705,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349560390,1,12706,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349560390,2,12707,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349960238,0,12708,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349960238,1,12709,"Day,Clear"
15628918650068847391_8077_670_8097_670,1508889349960238,2,12710,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024066615418,0,12711,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024066615418,1,12712,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024066615418,2,12713,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067015326,0,12714,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067015326,1,12715,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067015326,2,12716,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067215345,0,12717,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067215345,1,12718,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067215345,2,12719,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067415384,0,12720,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067415384,1,12721,"Day,Foggy"
15644354861949427452_3645_350_3665_350,1508024067415384,2,12722,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067815427,0,12723,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067815427,1,12724,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024067815427,2,12725,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024071615628,0,12726,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024071615628,1,12727,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024071615628,2,12728,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072015619,0,12729,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072015619,1,12730,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072015619,2,12731,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072215625,0,12732,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072215625,1,12733,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072215625,2,12734,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072415626,0,12735,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072415626,1,12736,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072415626,2,12737,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072815604,0,12738,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072815604,1,12739,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024072815604,2,12740,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024076615444,0,12741,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024076615444,1,12742,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024076615444,2,12743,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077015433,0,12744,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077015433,1,12745,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077015433,2,12746,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077215421,0,12747,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077215421,1,12748,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077215421,2,12749,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077415390,0,12750,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077415390,1,12751,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077415390,2,12752,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077815464,0,12753,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077815464,1,12754,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024077815464,2,12755,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024081615610,0,12756,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024081615610,1,12757,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024081615610,2,12758,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082015537,0,12759,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082015537,1,12760,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082015537,2,12761,"Day,Cloudy"
15644354861949427452_3645_350_3665_350,1508024082215528,0,12762,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082215528,1,12763,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082215528,2,12764,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082415518,0,12765,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082415518,1,12766,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082415518,2,12767,"Day,Rainy"
15644354861949427452_3645_350_3665_350,1508024082815468,0,12768,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082815468,1,12769,"Day,Clear"
15644354861949427452_3645_350_3665_350,1508024082815468,2,12770,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335656949246,0,12771,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335656949246,1,12772,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335656949246,2,12773,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657349202,0,12774,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657349202,1,12775,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657349202,2,12776,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657549204,0,12777,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657549204,1,12778,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657549204,2,12779,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657749219,0,12780,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657749219,1,12781,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335657749219,2,12782,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335658149243,0,12783,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335658149243,1,12784,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335658149243,2,12785,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335661949067,0,12786,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335661949067,1,12787,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335661949067,2,12788,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662349197,0,12789,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662349197,1,12790,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662349197,2,12791,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662549279,0,12792,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662549279,1,12793,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662549279,2,12794,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662749320,0,12795,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662749320,1,12796,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335662749320,2,12797,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335663149335,0,12798,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335663149335,1,12799,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335663149335,2,12800,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335666949247,0,12801,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335666949247,1,12802,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335666949247,2,12803,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667349263,0,12804,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667349263,1,12805,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667349263,2,12806,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667549230,0,12807,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667549230,1,12808,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667549230,2,12809,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667749244,0,12810,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667749244,1,12811,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335667749244,2,12812,"Day,Rainy"
15646511153936256674_1620_000_1640_000,1557335668149185,0,12813,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335668149185,1,12814,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335668149185,2,12815,"Day,Foggy"
15646511153936256674_1620_000_1640_000,1557335671949283,0,12816,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335671949283,1,12817,"Day,Rainy"
15646511153936256674_1620_000_1640_000,1557335671949283,2,12818,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335672349245,0,12819,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335672349245,1,12820,"Day,Rainy"
15646511153936256674_1620_000_1640_000,1557335672349245,2,12821,"Day,Rainy"
15646511153936256674_1620_000_1640_000,1557335672549129,0,12822,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335672549129,1,12823,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335672549129,2,12824,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335672749063,0,12825,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335672749063,1,12826,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335672749063,2,12827,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335673148934,0,12828,"Day,Clear"
15646511153936256674_1620_000_1640_000,1557335673148934,1,12829,"Day,Rainy"
15646511153936256674_1620_000_1640_000,1557335673148934,2,12830,"Day,Cloudy"
15696964848687303249_4615_200_4635_200,1507241619919857,0,12831,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241619919857,1,12832,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241619919857,2,12833,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620319900,0,12834,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620319900,1,12835,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620319900,2,12836,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620519974,0,12837,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620519974,1,12838,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620519974,2,12839,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620720045,0,12840,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620720045,1,12841,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241620720045,2,12842,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241621120115,0,12843,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241621120115,1,12844,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241621120115,2,12845,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241624920133,0,12846,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241624920133,1,12847,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241624920133,2,12848,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625320103,0,12849,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625320103,1,12850,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625320103,2,12851,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625520093,0,12852,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625520093,1,12853,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625520093,2,12854,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625720123,0,12855,"Day,Clear"
15696964848687303249_4615_200_4635_200,1507241625720123,1,12856,"Day,Clear"
