image_index,context_name,context_frame,camera_id,condition
3654,11454085070345530663_1905_000_1925_000,1522612733027930,0,"Day,Sunny"
3655,11454085070345530663_1905_000_1925_000,1522612733027930,1,"Day,Sunny"
3656,11454085070345530663_1905_000_1925_000,1522612733027930,2,"Day,Sunny"
3657,11454085070345530663_1905_000_1925_000,1522612733227975,0,"Day,Sunny"
3658,11454085070345530663_1905_000_1925_000,1522612733227975,1,"Day,Sunny"
3659,11454085070345530663_1905_000_1925_000,1522612733227975,2,"Day,Sunny"
3660,11454085070345530663_1905_000_1925_000,1522612733428060,0,"Day,Sunny"
3661,11454085070345530663_1905_000_1925_000,1522612733428060,1,"Day,Sunny"
3662,11454085070345530663_1905_000_1925_000,1522612733428060,2,"Day,Sunny"
3663,11454085070345530663_1905_000_1925_000,1522612733828004,0,"Day,Sunny"
3664,11454085070345530663_1905_000_1925_000,1522612733828004,1,"Day,Sunny"
3665,11454085070345530663_1905_000_1925_000,1522612733828004,2,"Day,Sunny"
3666,11454085070345530663_1905_000_1925_000,1522612737624104,0,"Day,Sunny"
3667,11454085070345530663_1905_000_1925_000,1522612737624104,1,"Day,Cloudy"
3668,11454085070345530663_1905_000_1925_000,1522612737624104,2,"Day,Sunny"
3669,11454085070345530663_1905_000_1925_000,1522612738023697,0,"Day,Sunny"
3670,11454085070345530663_1905_000_1925_000,1522612738023697,1,"Day,Sunny"
3671,11454085070345530663_1905_000_1925_000,1522612738023697,2,"Day,Sunny"
3672,11454085070345530663_1905_000_1925_000,1522612738223402,0,"Day,Sunny"
3673,11454085070345530663_1905_000_1925_000,1522612738223402,1,"Day,Cloudy"
3674,11454085070345530663_1905_000_1925_000,1522612738223402,2,"Day,Sunny"
3675,11454085070345530663_1905_000_1925_000,1522612738423076,0,"Day,Sunny"
3676,11454085070345530663_1905_000_1925_000,1522612738423076,1,"Day,Sunny"
3677,11454085070345530663_1905_000_1925_000,1522612738423076,2,"Day,Sunny"
3678,11454085070345530663_1905_000_1925_000,1522612738822639,0,"Day,Sunny"
3679,11454085070345530663_1905_000_1925_000,1522612738822639,1,"Day,Sunny"
3680,11454085070345530663_1905_000_1925_000,1522612738822639,2,"Day,Sunny"
3681,11454085070345530663_1905_000_1925_000,1522612742618655,0,"Day,Sunny"
3682,11454085070345530663_1905_000_1925_000,1522612742618655,1,"Day,Sunny"
3683,11454085070345530663_1905_000_1925_000,1522612742618655,2,"Day,Sunny"
3684,11454085070345530663_1905_000_1925_000,1522612743018392,0,"Day,Sunny"
3685,11454085070345530663_1905_000_1925_000,1522612743018392,1,"Day,Sunny"
3686,11454085070345530663_1905_000_1925_000,1522612743018392,2,"Day,Sunny"
3687,11454085070345530663_1905_000_1925_000,1522612743218205,0,"Day,Sunny"
3688,11454085070345530663_1905_000_1925_000,1522612743218205,1,"Day,Sunny"
3689,11454085070345530663_1905_000_1925_000,1522612743218205,2,"Day,Sunny"
3690,11454085070345530663_1905_000_1925_000,1522612743417986,0,"Day,Sunny"
3691,11454085070345530663_1905_000_1925_000,1522612743417986,1,"Day,Sunny"
3692,11454085070345530663_1905_000_1925_000,1522612743417986,2,"Day,Sunny"
3693,11454085070345530663_1905_000_1925_000,1522612743817609,0,"Day,Sunny"
3694,11454085070345530663_1905_000_1925_000,1522612743817609,1,"Day,Sunny"
3695,11454085070345530663_1905_000_1925_000,1522612743817609,2,"Day,Sunny"
3696,11454085070345530663_1905_000_1925_000,1522612747617646,0,"Day,Sunny"
3697,11454085070345530663_1905_000_1925_000,1522612747617646,1,"Day,Cloudy"
3698,11454085070345530663_1905_000_1925_000,1522612747617646,2,"Day,Sunny"
3699,11454085070345530663_1905_000_1925_000,1522612748017991,0,"Day,Sunny"
3700,11454085070345530663_1905_000_1925_000,1522612748017991,1,"Day,Sunny"
3701,11454085070345530663_1905_000_1925_000,1522612748017991,2,"Day,Sunny"
3702,11454085070345530663_1905_000_1925_000,1522612748218217,0,"Day,Sunny"
3703,11454085070345530663_1905_000_1925_000,1522612748218217,1,"Day,Sunny"
3704,11454085070345530663_1905_000_1925_000,1522612748218217,2,"Day,Sunny"
3705,11454085070345530663_1905_000_1925_000,1522612748418414,0,"Day,Sunny"
3706,11454085070345530663_1905_000_1925_000,1522612748418414,1,"Day,Sunny"
3707,11454085070345530663_1905_000_1925_000,1522612748418414,2,"Day,Sunny"
3708,11454085070345530663_1905_000_1925_000,1522612748818807,0,"Day,Sunny"
3709,11454085070345530663_1905_000_1925_000,1522612748818807,1,"Day,Sunny"
3710,11454085070345530663_1905_000_1925_000,1522612748818807,2,"Day,Sunny"
3711,1146261869236413282_1680_000_1700_000,1558401137747121,0,"Day,Sunny"
3712,1146261869236413282_1680_000_1700_000,1558401137747121,1,"Day,Sunny"
3713,1146261869236413282_1680_000_1700_000,1558401137747121,2,"Day,Sunny"
3714,1146261869236413282_1680_000_1700_000,1558401138147221,0,"Day,Cloudy"
3715,1146261869236413282_1680_000_1700_000,1558401138147221,1,"Day,Sunny"
3716,1146261869236413282_1680_000_1700_000,1558401138147221,2,"Day,Sunny"
3717,1146261869236413282_1680_000_1700_000,1558401138347234,0,"Day,Sunny"
3718,1146261869236413282_1680_000_1700_000,1558401138347234,1,"Day,Sunny"
3719,1146261869236413282_1680_000_1700_000,1558401138347234,2,"Day,Sunny"
3720,1146261869236413282_1680_000_1700_000,1558401138547281,0,"Day,Sunny"
3721,1146261869236413282_1680_000_1700_000,1558401138547281,1,"Day,Sunny"
3722,1146261869236413282_1680_000_1700_000,1558401138547281,2,"Day,Sunny"
3723,1146261869236413282_1680_000_1700_000,1558401138947443,0,"Day,Sunny"
3724,1146261869236413282_1680_000_1700_000,1558401138947443,1,"Day,Sunny"
3725,1146261869236413282_1680_000_1700_000,1558401138947443,2,"Day,Sunny"
3726,1146261869236413282_1680_000_1700_000,1558401142747501,0,"Day,Sunny"
3727,1146261869236413282_1680_000_1700_000,1558401142747501,1,"Day,Sunny"
3728,1146261869236413282_1680_000_1700_000,1558401142747501,2,"Day,Sunny"
3729,1146261869236413282_1680_000_1700_000,1558401143147287,0,"Day,Sunny"
3730,1146261869236413282_1680_000_1700_000,1558401143147287,1,"Day,Sunny"
3731,1146261869236413282_1680_000_1700_000,1558401143147287,2,"Day,Sunny"
3732,1146261869236413282_1680_000_1700_000,1558401143347106,0,"Day,Sunny"
3733,1146261869236413282_1680_000_1700_000,1558401143347106,1,"Day,Sunny"
3734,1146261869236413282_1680_000_1700_000,1558401143347106,2,"Day,Sunny"
3735,1146261869236413282_1680_000_1700_000,1558401143547001,0,"Day,Sunny"
3736,1146261869236413282_1680_000_1700_000,1558401143547001,1,"Day,Sunny"
3737,1146261869236413282_1680_000_1700_000,1558401143547001,2,"Day,Sunny"
3738,1146261869236413282_1680_000_1700_000,1558401143947051,0,"Day,Sunny"
3739,1146261869236413282_1680_000_1700_000,1558401143947051,1,"Day,Sunny"
3740,1146261869236413282_1680_000_1700_000,1558401143947051,2,"Day,Sunny"
3741,1146261869236413282_1680_000_1700_000,1558401147747480,0,"Day,Sunny"
3742,1146261869236413282_1680_000_1700_000,1558401147747480,1,"Day,Sunny"
3743,1146261869236413282_1680_000_1700_000,1558401147747480,2,"Day,Sunny"
3744,1146261869236413282_1680_000_1700_000,1558401148147470,0,"Day,Sunny"
3745,1146261869236413282_1680_000_1700_000,1558401148147470,1,"Day,Sunny"
3746,1146261869236413282_1680_000_1700_000,1558401148147470,2,"Day,Sunny"
3747,1146261869236413282_1680_000_1700_000,1558401148347438,0,"Day,Sunny"
3748,1146261869236413282_1680_000_1700_000,1558401148347438,1,"Day,Sunny"
3749,1146261869236413282_1680_000_1700_000,1558401148347438,2,"Day,Sunny"
3750,1146261869236413282_1680_000_1700_000,1558401148547417,0,"Day,Sunny"
3751,1146261869236413282_1680_000_1700_000,1558401148547417,1,"Day,Sunny"
3752,1146261869236413282_1680_000_1700_000,1558401148547417,2,"Day,Sunny"
3753,1146261869236413282_1680_000_1700_000,1558401148947316,0,"Day,Sunny"
3754,1146261869236413282_1680_000_1700_000,1558401148947316,1,"Day,Sunny"
3755,1146261869236413282_1680_000_1700_000,1558401148947316,2,"Day,Sunny"
3756,1146261869236413282_1680_000_1700_000,1558401152747246,0,"Day,Sunny"
3757,1146261869236413282_1680_000_1700_000,1558401152747246,1,"Day,Sunny"
3758,1146261869236413282_1680_000_1700_000,1558401152747246,2,"Day,Sunny"
3759,1146261869236413282_1680_000_1700_000,1558401153147284,0,"Day,Sunny"
3760,1146261869236413282_1680_000_1700_000,1558401153147284,1,"Day,Sunny"
3761,1146261869236413282_1680_000_1700_000,1558401153147284,2,"Day,Sunny"
3762,1146261869236413282_1680_000_1700_000,1558401153347338,0,"Day,Sunny"
3763,1146261869236413282_1680_000_1700_000,1558401153347338,1,"Day,Sunny"
3764,1146261869236413282_1680_000_1700_000,1558401153347338,2,"Day,Sunny"
3765,1146261869236413282_1680_000_1700_000,1558401153547359,0,"Day,Sunny"
3766,1146261869236413282_1680_000_1700_000,1558401153547359,1,"Day,Sunny"
3767,1146261869236413282_1680_000_1700_000,1558401153547359,2,"Day,Sunny"
3768,1146261869236413282_1680_000_1700_000,1558401153947389,0,"Day,Sunny"
3769,1146261869236413282_1680_000_1700_000,1558401153947389,1,"Day,Sunny"
3770,1146261869236413282_1680_000_1700_000,1558401153947389,2,"Day,Sunny"
3771,11486225968269855324_92_000_112_000,1520094331987064,0,"Day,Rainy"
3772,11486225968269855324_92_000_112_000,1520094331987064,1,"Day,Sunny"
3773,11486225968269855324_92_000_112_000,1520094331987064,2,"Day,Sunny"
3774,11486225968269855324_92_000_112_000,1520094332387030,0,"Day,Rainy"
3775,11486225968269855324_92_000_112_000,1520094332387030,1,"Day,Sunny"
3776,11486225968269855324_92_000_112_000,1520094332387030,2,"Day,Sunny"
3777,11486225968269855324_92_000_112_000,1520094332586995,0,"Day,Rainy"
3778,11486225968269855324_92_000_112_000,1520094332586995,1,"Day,Sunny"
3779,11486225968269855324_92_000_112_000,1520094332586995,2,"Day,Sunny"
3780,11486225968269855324_92_000_112_000,1520094332786957,0,"Day,Rainy"
3781,11486225968269855324_92_000_112_000,1520094332786957,1,"Day,Sunny"
3782,11486225968269855324_92_000_112_000,1520094332786957,2,"Day,Sunny"
3783,11486225968269855324_92_000_112_000,1520094333186653,0,"Day,Rainy"
3784,11486225968269855324_92_000_112_000,1520094333186653,1,"Day,Sunny"
3785,11486225968269855324_92_000_112_000,1520094333186653,2,"Day,Sunny"
3786,11486225968269855324_92_000_112_000,1520094336985548,0,"Day,Cloudy"
3787,11486225968269855324_92_000_112_000,1520094336985548,1,"Day,Sunny"
3788,11486225968269855324_92_000_112_000,1520094336985548,2,"Day,Sunny"
3789,11486225968269855324_92_000_112_000,1520094337385622,0,"Day,Cloudy"
3790,11486225968269855324_92_000_112_000,1520094337385622,1,"Day,Sunny"
3791,11486225968269855324_92_000_112_000,1520094337385622,2,"Day,Sunny"
3792,11486225968269855324_92_000_112_000,1520094337585703,0,"Day,Cloudy"
3793,11486225968269855324_92_000_112_000,1520094337585703,1,"Day,Sunny"
3794,11486225968269855324_92_000_112_000,1520094337585703,2,"Day,Sunny"
3795,11486225968269855324_92_000_112_000,1520094337785711,0,"Day,Cloudy"
3796,11486225968269855324_92_000_112_000,1520094337785711,1,"Day,Sunny"
3797,11486225968269855324_92_000_112_000,1520094337785711,2,"Day,Sunny"
3798,11486225968269855324_92_000_112_000,1520094338185669,0,"Day,Cloudy"
3799,11486225968269855324_92_000_112_000,1520094338185669,1,"Day,Sunny"
3800,11486225968269855324_92_000_112_000,1520094338185669,2,"Day,Sunny"
3801,11486225968269855324_92_000_112_000,1520094341985587,0,"Day,Cloudy"
3802,11486225968269855324_92_000_112_000,1520094341985587,1,"Day,Sunny"
3803,11486225968269855324_92_000_112_000,1520094341985587,2,"Day,Rainy"
3804,11486225968269855324_92_000_112_000,1520094342385754,0,"Day,Cloudy"
3805,11486225968269855324_92_000_112_000,1520094342385754,1,"Day,Sunny"
3806,11486225968269855324_92_000_112_000,1520094342385754,2,"Day,Sunny"
3807,11486225968269855324_92_000_112_000,1520094342585901,0,"Day,Sunny"
3808,11486225968269855324_92_000_112_000,1520094342585901,1,"Day,Sunny"
3809,11486225968269855324_92_000_112_000,1520094342585901,2,"Day,Sunny"
3810,11486225968269855324_92_000_112_000,1520094342786086,0,"Day,Sunny"
3811,11486225968269855324_92_000_112_000,1520094342786086,1,"Day,Sunny"
3812,11486225968269855324_92_000_112_000,1520094342786086,2,"Day,Sunny"
3813,11486225968269855324_92_000_112_000,1520094343186625,0,"Day,Sunny"
3814,11486225968269855324_92_000_112_000,1520094343186625,1,"Day,Sunny"
3815,11486225968269855324_92_000_112_000,1520094343186625,2,"Day,Sunny"
3816,11486225968269855324_92_000_112_000,1520094346995942,0,"Day,Rainy"
3817,11486225968269855324_92_000_112_000,1520094346995942,1,"Day,Sunny"
3818,11486225968269855324_92_000_112_000,1520094346995942,2,"Day,Sunny"
3819,11486225968269855324_92_000_112_000,1520094347397167,0,"Day,Sunny"
3820,11486225968269855324_92_000_112_000,1520094347397167,1,"Day,Sunny"
3821,11486225968269855324_92_000_112_000,1520094347397167,2,"Day,Sunny"
3822,11486225968269855324_92_000_112_000,1520094347597699,0,"Day,Rainy"
3823,11486225968269855324_92_000_112_000,1520094347597699,1,"Day,Sunny"
3824,11486225968269855324_92_000_112_000,1520094347597699,2,"Day,Sunny"
3825,11486225968269855324_92_000_112_000,1520094347798194,0,"Day,Rainy"
3826,11486225968269855324_92_000_112_000,1520094347798194,1,"Day,Sunny"
3827,11486225968269855324_92_000_112_000,1520094347798194,2,"Day,Sunny"
3828,11486225968269855324_92_000_112_000,1520094348199021,0,"Day,Sunny"
3829,11486225968269855324_92_000_112_000,1520094348199021,1,"Day,Sunny"
3830,11486225968269855324_92_000_112_000,1520094348199021,2,"Day,Sunny"
3831,11489533038039664633_4820_000_4840_000,1543275770961944,0,"Day,Sunny"
3832,11489533038039664633_4820_000_4840_000,1543275770961944,1,"Night,Sunny"
3833,11489533038039664633_4820_000_4840_000,1543275770961944,2,"Day,Sunny"
3834,11489533038039664633_4820_000_4840_000,1543275771361773,0,"Day,Sunny"
3835,11489533038039664633_4820_000_4840_000,1543275771361773,1,"Day,Sunny"
3836,11489533038039664633_4820_000_4840_000,1543275771361773,2,"Day,Sunny"
3837,11489533038039664633_4820_000_4840_000,1543275771561614,0,"Day,Sunny"
3838,11489533038039664633_4820_000_4840_000,1543275771561614,1,"Day,Sunny"
3839,11489533038039664633_4820_000_4840_000,1543275771561614,2,"Day,Sunny"
3840,11489533038039664633_4820_000_4840_000,1543275771761510,0,"Day,Sunny"
3841,11489533038039664633_4820_000_4840_000,1543275771761510,1,"Day,Sunny"
3842,11489533038039664633_4820_000_4840_000,1543275771761510,2,"Day,Foggy"
3843,11489533038039664633_4820_000_4840_000,1543275772161449,0,"Day,Sunny"
3844,11489533038039664633_4820_000_4840_000,1543275772161449,1,"Day,Sunny"
3845,11489533038039664633_4820_000_4840_000,1543275772161449,2,"Day,Sunny"
3846,11489533038039664633_4820_000_4840_000,1543275775958174,0,"Day,Sunny"
3847,11489533038039664633_4820_000_4840_000,1543275775958174,1,"Day,Sunny"
3848,11489533038039664633_4820_000_4840_000,1543275775958174,2,"Day,Sunny"
3849,11489533038039664633_4820_000_4840_000,1543275776357152,0,"Day,Sunny"
3850,11489533038039664633_4820_000_4840_000,1543275776357152,1,"Day,Sunny"
3851,11489533038039664633_4820_000_4840_000,1543275776357152,2,"Day,Sunny"
3852,11489533038039664633_4820_000_4840_000,1543275776556674,0,"Day,Sunny"
3853,11489533038039664633_4820_000_4840_000,1543275776556674,1,"Day,Sunny"
3854,11489533038039664633_4820_000_4840_000,1543275776556674,2,"Day,Sunny"
3855,11489533038039664633_4820_000_4840_000,1543275776756150,0,"Day,Sunny"
3856,11489533038039664633_4820_000_4840_000,1543275776756150,1,"Day,Sunny"
3857,11489533038039664633_4820_000_4840_000,1543275776756150,2,"Day,Sunny"
3858,11489533038039664633_4820_000_4840_000,1543275777154964,0,"Day,Sunny"
3859,11489533038039664633_4820_000_4840_000,1543275777154964,1,"Day,Sunny"
3860,11489533038039664633_4820_000_4840_000,1543275777154964,2,"Day,Sunny"
3861,11489533038039664633_4820_000_4840_000,1543275781031843,0,"Day,Sunny"
3862,11489533038039664633_4820_000_4840_000,1543275781031843,1,"Day,Sunny"
3863,11489533038039664633_4820_000_4840_000,1543275781031843,2,"Day,Sunny"
3864,11489533038039664633_4820_000_4840_000,1543275781429634,0,"Day,Sunny"
3865,11489533038039664633_4820_000_4840_000,1543275781429634,1,"Day,Sunny"
3866,11489533038039664633_4820_000_4840_000,1543275781429634,2,"Day,Sunny"
3867,11489533038039664633_4820_000_4840_000,1543275781628393,0,"Day,Sunny"
3868,11489533038039664633_4820_000_4840_000,1543275781628393,1,"Day,Sunny"
3869,11489533038039664633_4820_000_4840_000,1543275781628393,2,"Day,Sunny"
3870,11489533038039664633_4820_000_4840_000,1543275781827074,0,"Day,Sunny"
3871,11489533038039664633_4820_000_4840_000,1543275781827074,1,"Day,Sunny"
3872,11489533038039664633_4820_000_4840_000,1543275781827074,2,"Day,Sunny"
3873,11489533038039664633_4820_000_4840_000,1543275782224095,0,"Day,Sunny"
3874,11489533038039664633_4820_000_4840_000,1543275782224095,1,"Day,Sunny"
3875,11489533038039664633_4820_000_4840_000,1543275782224095,2,"Day,Cloudy"
3876,11489533038039664633_4820_000_4840_000,1543275786008957,0,"Day,Sunny"
3877,11489533038039664633_4820_000_4840_000,1543275786008957,1,"Day,Sunny"
3878,11489533038039664633_4820_000_4840_000,1543275786008957,2,"Day,Sunny"
3879,11489533038039664633_4820_000_4840_000,1543275786408435,0,"Day,Sunny"
3880,11489533038039664633_4820_000_4840_000,1543275786408435,1,"Day,Sunny"
3881,11489533038039664633_4820_000_4840_000,1543275786408435,2,"Day,Sunny"
3882,11489533038039664633_4820_000_4840_000,1543275786608166,0,"Day,Sunny"
3883,11489533038039664633_4820_000_4840_000,1543275786608166,1,"Day,Sunny"
3884,11489533038039664633_4820_000_4840_000,1543275786608166,2,"Day,Sunny"
3885,11489533038039664633_4820_000_4840_000,1543275786807907,0,"Day,Sunny"
3886,11489533038039664633_4820_000_4840_000,1543275786807907,1,"Day,Sunny"
3887,11489533038039664633_4820_000_4840_000,1543275786807907,2,"Day,Sunny"
3888,11489533038039664633_4820_000_4840_000,1543275787207546,0,"Day,Sunny"
3889,11489533038039664633_4820_000_4840_000,1543275787207546,1,"Day,Sunny"
3890,11489533038039664633_4820_000_4840_000,1543275787207546,2,"Day,Sunny"
3891,11566385337103696871_5740_000_5760_000,1549564652900521,0,"Day,Sunny"
3892,11566385337103696871_5740_000_5760_000,1549564652900521,1,"Day,Sunny"
3893,11566385337103696871_5740_000_5760_000,1549564652900521,2,"Day,Sunny"
3894,11566385337103696871_5740_000_5760_000,1549564653300524,0,"Day,Sunny"
3895,11566385337103696871_5740_000_5760_000,1549564653300524,1,"Day,Sunny"
3896,11566385337103696871_5740_000_5760_000,1549564653300524,2,"Day,Sunny"
3897,11566385337103696871_5740_000_5760_000,1549564653500523,0,"Day,Sunny"
3898,11566385337103696871_5740_000_5760_000,1549564653500523,1,"Day,Sunny"
3899,11566385337103696871_5740_000_5760_000,1549564653500523,2,"Day,Sunny"
3900,11566385337103696871_5740_000_5760_000,1549564653700600,0,"Day,Sunny"
3901,11566385337103696871_5740_000_5760_000,1549564653700600,1,"Day,Sunny"
3902,11566385337103696871_5740_000_5760_000,1549564653700600,2,"Day,Sunny"
3903,11566385337103696871_5740_000_5760_000,1549564654100698,0,"Day,Sunny"
3904,11566385337103696871_5740_000_5760_000,1549564654100698,1,"Day,Sunny"
3905,11566385337103696871_5740_000_5760_000,1549564654100698,2,"Day,Sunny"
3906,11566385337103696871_5740_000_5760_000,1549564657900769,0,"Day,Sunny"
3907,11566385337103696871_5740_000_5760_000,1549564657900769,1,"Day,Sunny"
3908,11566385337103696871_5740_000_5760_000,1549564657900769,2,"Day,Sunny"
3909,11566385337103696871_5740_000_5760_000,1549564658300783,0,"Day,Sunny"
3910,11566385337103696871_5740_000_5760_000,1549564658300783,1,"Day,Sunny"
3911,11566385337103696871_5740_000_5760_000,1549564658300783,2,"Day,Sunny"
3912,11566385337103696871_5740_000_5760_000,1549564658500787,0,"Day,Sunny"
3913,11566385337103696871_5740_000_5760_000,1549564658500787,1,"Day,Sunny"
3914,11566385337103696871_5740_000_5760_000,1549564658500787,2,"Day,Sunny"
3915,11566385337103696871_5740_000_5760_000,1549564658700799,0,"Day,Sunny"
3916,11566385337103696871_5740_000_5760_000,1549564658700799,1,"Day,Sunny"
3917,11566385337103696871_5740_000_5760_000,1549564658700799,2,"Day,Sunny"
3918,11566385337103696871_5740_000_5760_000,1549564659100813,0,"Day,Sunny"
3919,11566385337103696871_5740_000_5760_000,1549564659100813,1,"Day,Sunny"
3920,11566385337103696871_5740_000_5760_000,1549564659100813,2,"Day,Sunny"
3921,11566385337103696871_5740_000_5760_000,1549564662900018,0,"Day,Sunny"
3922,11566385337103696871_5740_000_5760_000,1549564662900018,1,"Day,Sunny"
3923,11566385337103696871_5740_000_5760_000,1549564662900018,2,"Day,Sunny"
3924,11566385337103696871_5740_000_5760_000,1549564663299731,0,"Day,Sunny"
3925,11566385337103696871_5740_000_5760_000,1549564663299731,1,"Day,Sunny"
3926,11566385337103696871_5740_000_5760_000,1549564663299731,2,"Day,Sunny"
3927,11566385337103696871_5740_000_5760_000,1549564663499585,0,"Day,Sunny"
3928,11566385337103696871_5740_000_5760_000,1549564663499585,1,"Day,Sunny"
3929,11566385337103696871_5740_000_5760_000,1549564663499585,2,"Day,Sunny"
3930,11566385337103696871_5740_000_5760_000,1549564663699392,0,"Day,Sunny"
3931,11566385337103696871_5740_000_5760_000,1549564663699392,1,"Day,Sunny"
3932,11566385337103696871_5740_000_5760_000,1549564663699392,2,"Day,Sunny"
3933,11566385337103696871_5740_000_5760_000,1549564664099022,0,"Day,Sunny"
3934,11566385337103696871_5740_000_5760_000,1549564664099022,1,"Day,Sunny"
3935,11566385337103696871_5740_000_5760_000,1549564664099022,2,"Day,Sunny"
3936,11566385337103696871_5740_000_5760_000,1549564667898650,0,"Day,Sunny"
3937,11566385337103696871_5740_000_5760_000,1549564667898650,1,"Day,Sunny"
3938,11566385337103696871_5740_000_5760_000,1549564667898650,2,"Day,Sunny"
3939,11566385337103696871_5740_000_5760_000,1549564668298721,0,"Day,Sunny"
3940,11566385337103696871_5740_000_5760_000,1549564668298721,1,"Day,Sunny"
3941,11566385337103696871_5740_000_5760_000,1549564668298721,2,"Day,Sunny"
3942,11566385337103696871_5740_000_5760_000,1549564668498793,0,"Day,Sunny"
3943,11566385337103696871_5740_000_5760_000,1549564668498793,1,"Day,Sunny"
3944,11566385337103696871_5740_000_5760_000,1549564668498793,2,"Day,Sunny"
3945,11566385337103696871_5740_000_5760_000,1549564668698841,0,"Day,Sunny"
3946,11566385337103696871_5740_000_5760_000,1549564668698841,1,"Day,Sunny"
3947,11566385337103696871_5740_000_5760_000,1549564668698841,2,"Day,Sunny"
3948,11566385337103696871_5740_000_5760_000,1549564669098819,0,"Day,Sunny"
3949,11566385337103696871_5740_000_5760_000,1549564669098819,1,"Day,Sunny"
3950,11566385337103696871_5740_000_5760_000,1549564669098819,2,"Day,Sunny"
3951,11623618970700582562_2840_367_2860_367,1513626592979384,0,"Day,Sunny"
3952,11623618970700582562_2840_367_2860_367,1513626592979384,1,"Day,Sunny"
3953,11623618970700582562_2840_367_2860_367,1513626592979384,2,"Day,Sunny"
3954,11623618970700582562_2840_367_2860_367,1513626593379369,0,"Day,Sunny"
3955,11623618970700582562_2840_367_2860_367,1513626593379369,1,"Day,Sunny"
3956,11623618970700582562_2840_367_2860_367,1513626593379369,2,"Day,Sunny"
3957,11623618970700582562_2840_367_2860_367,1513626593579446,0,"Day,Sunny"
3958,11623618970700582562_2840_367_2860_367,1513626593579446,1,"Day,Sunny"
3959,11623618970700582562_2840_367_2860_367,1513626593579446,2,"Day,Sunny"
3960,11623618970700582562_2840_367_2860_367,1513626593779563,0,"Day,Sunny"
3961,11623618970700582562_2840_367_2860_367,1513626593779563,1,"Day,Sunny"
3962,11623618970700582562_2840_367_2860_367,1513626593779563,2,"Day,Sunny"
3963,11623618970700582562_2840_367_2860_367,1513626594179821,0,"Day,Sunny"
3964,11623618970700582562_2840_367_2860_367,1513626594179821,1,"Day,Sunny"
3965,11623618970700582562_2840_367_2860_367,1513626594179821,2,"Day,Sunny"
3966,11623618970700582562_2840_367_2860_367,1513626597980170,0,"Day,Sunny"
3967,11623618970700582562_2840_367_2860_367,1513626597980170,1,"Day,Sunny"
3968,11623618970700582562_2840_367_2860_367,1513626597980170,2,"Day,Sunny"
3969,11623618970700582562_2840_367_2860_367,1513626598380252,0,"Day,Sunny"
3970,11623618970700582562_2840_367_2860_367,1513626598380252,1,"Day,Sunny"
3971,11623618970700582562_2840_367_2860_367,1513626598380252,2,"Day,Sunny"
3972,11623618970700582562_2840_367_2860_367,1513626598580462,0,"Day,Sunny"
3973,11623618970700582562_2840_367_2860_367,1513626598580462,1,"Day,Sunny"
3974,11623618970700582562_2840_367_2860_367,1513626598580462,2,"Day,Sunny"
3975,11623618970700582562_2840_367_2860_367,1513626598780686,0,"Day,Sunny"
3976,11623618970700582562_2840_367_2860_367,1513626598780686,1,"Day,Sunny"
3977,11623618970700582562_2840_367_2860_367,1513626598780686,2,"Day,Sunny"
3978,11623618970700582562_2840_367_2860_367,1513626599181171,0,"Day,Sunny"
3979,11623618970700582562_2840_367_2860_367,1513626599181171,1,"Day,Sunny"
3980,11623618970700582562_2840_367_2860_367,1513626599181171,2,"Day,Sunny"
3981,11623618970700582562_2840_367_2860_367,1513626602997969,0,"Day,Sunny"
3982,11623618970700582562_2840_367_2860_367,1513626602997969,1,"Day,Sunny"
3983,11623618970700582562_2840_367_2860_367,1513626602997969,2,"Day,Sunny"
3984,11623618970700582562_2840_367_2860_367,1513626603399986,0,"Day,Sunny"
3985,11623618970700582562_2840_367_2860_367,1513626603399986,1,"Day,Sunny"
3986,11623618970700582562_2840_367_2860_367,1513626603399986,2,"Day,Sunny"
3987,11623618970700582562_2840_367_2860_367,1513626603600909,0,"Day,Sunny"
3988,11623618970700582562_2840_367_2860_367,1513626603600909,1,"Day,Sunny"
3989,11623618970700582562_2840_367_2860_367,1513626603600909,2,"Day,Sunny"
3990,11623618970700582562_2840_367_2860_367,1513626603801681,0,"Day,Sunny"
3991,11623618970700582562_2840_367_2860_367,1513626603801681,1,"Day,Sunny"
3992,11623618970700582562_2840_367_2860_367,1513626603801681,2,"Day,Sunny"
3993,11623618970700582562_2840_367_2860_367,1513626604202961,0,"Day,Sunny"
3994,11623618970700582562_2840_367_2860_367,1513626604202961,1,"Day,Sunny"
3995,11623618970700582562_2840_367_2860_367,1513626604202961,2,"Day,Sunny"
3996,11623618970700582562_2840_367_2860_367,1513626608003413,0,"Day,Sunny"
3997,11623618970700582562_2840_367_2860_367,1513626608003413,1,"Day,Sunny"
3998,11623618970700582562_2840_367_2860_367,1513626608003413,2,"Day,Sunny"
3999,11623618970700582562_2840_367_2860_367,1513626608403509,0,"Day,Sunny"
4000,11623618970700582562_2840_367_2860_367,1513626608403509,1,"Day,Sunny"
4001,11623618970700582562_2840_367_2860_367,1513626608403509,2,"Day,Sunny"
4002,11623618970700582562_2840_367_2860_367,1513626608603544,0,"Day,Sunny"
4003,11623618970700582562_2840_367_2860_367,1513626608603544,1,"Day,Sunny"
4004,11623618970700582562_2840_367_2860_367,1513626608603544,2,"Day,Sunny"
4005,11623618970700582562_2840_367_2860_367,1513626608803578,0,"Day,Sunny"
