context_name,context_frame,camera_id,image_index,condition
13982731384839979987_1680_000_1700_000,1553744732524155,1,949,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744732524155,2,950,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744732724156,0,951,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744732724156,1,952,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744732724156,2,953,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744732924165,0,954,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744732924165,1,955,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744732924165,2,956,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733124171,0,957,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744733124171,1,958,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744733124171,2,959,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733324158,0,960,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733324158,1,961,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733324158,2,962,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733524130,0,963,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733524130,1,964,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744733524130,2,965,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733724139,0,966,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744733724139,1,967,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744733724139,2,968,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744733924122,0,969,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744733924122,1,970,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744733924122,2,971,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734124128,0,972,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744734124128,1,973,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734124128,2,974,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734324132,0,975,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744734324132,1,976,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734324132,2,977,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744734524172,0,978,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744734524172,1,979,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734524172,2,980,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744734724154,0,981,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744734724154,1,982,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734724154,2,983,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734924159,0,984,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744734924159,1,985,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744734924159,2,986,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744735124127,0,987,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735124127,1,988,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735124127,2,989,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744735324105,0,990,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735324105,1,991,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744735324105,2,992,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744735524035,0,993,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735524035,1,994,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735524035,2,995,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744735724044,0,996,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735724044,1,997,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735724044,2,998,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744735924052,0,999,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735924052,1,1000,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744735924052,2,1001,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744736524022,0,1002,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744736524022,1,1003,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744736524022,2,1004,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744736724033,0,1005,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744736724033,1,1006,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744736724033,2,1007,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744736924075,0,1008,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744736924075,1,1009,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744736924075,2,1010,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744737124119,0,1011,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737124119,1,1012,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737124119,2,1013,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737324131,0,1014,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737324131,1,1015,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737324131,2,1016,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744737524209,0,1017,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737524209,1,1018,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737524209,2,1019,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744737724252,0,1020,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737724252,1,1021,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744737724252,2,1022,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744737924290,0,1023,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737924290,1,1024,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744737924290,2,1025,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744738124261,0,1026,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738124261,1,1027,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744738124261,2,1028,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744738324218,0,1029,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738324218,1,1030,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738324218,2,1031,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738524185,0,1032,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738524185,1,1033,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738524185,2,1034,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738724109,0,1035,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738724109,1,1036,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738724109,2,1037,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744738924083,0,1038,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744738924083,1,1039,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744738924083,2,1040,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744739124063,0,1041,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744739124063,1,1042,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744739124063,2,1043,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744739324068,0,1044,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744739324068,1,1045,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744739324068,2,1046,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744739524069,0,1047,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744739524069,1,1048,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744739524069,2,1049,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744739724068,0,1050,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744739724068,1,1051,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744739724068,2,1052,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744739924071,0,1053,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744739924071,1,1054,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744739924071,2,1055,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744740124043,0,1056,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740124043,1,1057,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740124043,2,1058,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744740324017,0,1059,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740324017,1,1060,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740324017,2,1061,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744740524054,0,1062,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740524054,1,1063,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740524054,2,1064,"Night,Rainy"
13982731384839979987_1680_000_1700_000,1553744740724070,0,1065,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740724070,1,1066,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740724070,2,1067,"Night,Cloudy"
13982731384839979987_1680_000_1700_000,1553744740924077,0,1068,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740924077,1,1069,"Night,Clear"
13982731384839979987_1680_000_1700_000,1553744740924077,2,1070,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657495713061,0,1071,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657495713061,1,1072,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657495713061,2,1073,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657495913095,0,1074,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657495913095,1,1075,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657495913095,2,1076,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657496113101,0,1077,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657496113101,1,1078,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657496113101,2,1079,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657496313116,0,1080,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657496313116,1,1081,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657496313116,2,1082,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657496513081,0,1083,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657496513081,1,1084,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657496513081,2,1085,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657496713041,0,1086,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657496713041,1,1087,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657496713041,2,1088,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657496913001,0,1089,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657496913001,1,1090,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657496913001,2,1091,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657497113004,0,1092,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657497113004,1,1093,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657497113004,2,1094,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657497312995,0,1095,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657497312995,1,1096,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657497312995,2,1097,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657497513002,0,1098,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657497513002,1,1099,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657497513002,2,1100,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657497713014,0,1101,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657497713014,1,1102,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657497713014,2,1103,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657497913018,0,1104,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657497913018,1,1105,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657497913018,2,1106,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657498113026,0,1107,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498113026,1,1108,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657498113026,2,1109,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498313058,0,1110,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498313058,1,1111,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657498313058,2,1112,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657498513098,0,1113,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498513098,1,1114,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657498513098,2,1115,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498713076,0,1116,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498713076,1,1117,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657498713076,2,1118,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498912977,0,1119,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657498912977,1,1120,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657498912977,2,1121,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657499112906,0,1122,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657499112906,1,1123,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657499112906,2,1124,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657499312832,0,1125,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657499312832,1,1126,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657499312832,2,1127,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657499512754,0,1128,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657499512754,1,1129,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657499512754,2,1130,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657499712690,0,1131,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657499712690,1,1132,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657499712690,2,1133,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657499912698,0,1134,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657499912698,1,1135,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657499912698,2,1136,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657500112706,0,1137,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657500112706,1,1138,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657500112706,2,1139,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657500312672,0,1140,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657500312672,1,1141,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657500312672,2,1142,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657500512675,0,1143,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657500512675,1,1144,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657500512675,2,1145,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657500712668,0,1146,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657500712668,1,1147,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657500712668,2,1148,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657500912713,0,1149,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657500912713,1,1150,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657500912713,2,1151,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501112793,0,1152,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501112793,1,1153,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501112793,2,1154,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657501312767,0,1155,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657501312767,1,1156,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501312767,2,1157,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657501512734,0,1158,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657501512734,1,1159,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501512734,2,1160,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501712742,0,1161,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657501712742,1,1162,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501712742,2,1163,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501912788,0,1164,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657501912788,1,1165,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657501912788,2,1166,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502112790,0,1167,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657502112790,1,1168,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502112790,2,1169,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657502312837,0,1170,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657502312837,1,1171,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502312837,2,1172,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502512915,0,1173,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657502512915,1,1174,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502512915,2,1175,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502712915,0,1176,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657502712915,1,1177,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502712915,2,1178,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502912957,0,1179,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657502912957,1,1180,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657502912957,2,1181,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503113039,0,1182,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657503113039,1,1183,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503113039,2,1184,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503313126,0,1185,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657503313126,1,1186,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503313126,2,1187,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657503513221,0,1188,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657503513221,1,1189,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503513221,2,1190,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657503713225,0,1191,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657503713225,1,1192,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503713225,2,1193,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503913150,0,1194,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503913150,1,1195,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657503913150,2,1196,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657504113040,0,1197,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657504113040,1,1198,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504113040,2,1199,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504312935,0,1200,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504312935,1,1201,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504312935,2,1202,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504512856,0,1203,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657504512856,1,1204,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504512856,2,1205,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657504712748,0,1206,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504712748,1,1207,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504712748,2,1208,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657504912640,0,1209,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657504912640,1,1210,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657504912640,2,1211,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657505112537,0,1212,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505112537,1,1213,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505112537,2,1214,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505312470,0,1215,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505312470,1,1216,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505312470,2,1217,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657505512447,0,1218,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505512447,1,1219,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505512447,2,1220,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657505712576,0,1221,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505712576,1,1222,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505712576,2,1223,"Day,Cloudy"
14081240615915270380_4399_000_4419_000,1518657505912682,0,1224,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505912682,1,1225,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657505912682,2,1226,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506112766,0,1227,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506112766,1,1228,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506112766,2,1229,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506312895,0,1230,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506312895,1,1231,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506312895,2,1232,"Night,Cloudy"
14081240615915270380_4399_000_4419_000,1518657506512953,0,1233,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506512953,1,1234,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506512953,2,1235,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506712921,0,1236,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506712921,1,1237,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506712921,2,1238,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506912915,0,1239,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506912915,1,1240,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657506912915,2,1241,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507112835,0,1242,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507112835,1,1243,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507112835,2,1244,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507312741,0,1245,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507312741,1,1246,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507312741,2,1247,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507512661,0,1248,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507512661,1,1249,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507512661,2,1250,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507712633,0,1251,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507712633,1,1252,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507712633,2,1253,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507912614,0,1254,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507912614,1,1255,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657507912614,2,1256,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508112581,0,1257,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508112581,1,1258,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508112581,2,1259,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508312554,0,1260,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508312554,1,1261,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508312554,2,1262,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508512494,0,1263,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508512494,1,1264,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508512494,2,1265,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508712451,0,1266,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508712451,1,1267,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508712451,2,1268,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508912414,0,1269,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508912414,1,1270,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657508912414,2,1271,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509112410,0,1272,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509112410,1,1273,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509112410,2,1274,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509312382,0,1275,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509312382,1,1276,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509312382,2,1277,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509512352,0,1278,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509512352,1,1279,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509512352,2,1280,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509712320,0,1281,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509712320,1,1282,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509712320,2,1283,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509912286,0,1284,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509912286,1,1285,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657509912286,2,1286,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657510112251,0,1287,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657510112251,1,1288,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657510112251,2,1289,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657510312290,0,1290,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657510312290,1,1291,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657510312290,2,1292,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657510512298,0,1293,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657510512298,1,1294,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657510512298,2,1295,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657510712382,0,1296,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657510712382,1,1297,"Night,Rainy"
14081240615915270380_4399_000_4419_000,1518657510712382,2,1298,"Day,Rainy"
14081240615915270380_4399_000_4419_000,1518657510912389,0,1299,"Day,Rainy"
